card_1,card_2,result
38508,37178,36
34578,8672,50
38475,27070,20
25511,20449,40
884,34903,49
21257,24794,53
15082,8301,74
18051,20365,25
5593,3804,59
15373,25536,79
4691,24269,43
20572,19624,30
12450,13237,75
12792,12459,75
26427,25918,50
7019,31521,41
26670,31530,46
37833,33478,80
30048,33756,31
14276,36963,73
12254,14503,78
20568,37988,47
14292,3272,62
25519,10266,89
15474,23614,93
25664,32759,46
19516,3289,48
29000,34193,39
22115,23014,74
11442,12981,49
33169,16215,72
4906,28657,44
1073,27110,47
26305,13898,25
35383,36498,74
31273,31661,52
14644,18136,65
32693,6287,55
3249,35583,73
30464,35768,75
10170,16769,62
22966,35552,102
29632,5260,23
31793,1874,78
37649,20645,47
3461,34150,29
10235,3211,71
27208,8282,48
30178,34222,31
28013,6368,93
24804,1714,47
27101,2294,63
31184,12410,54
12461,966,68
9825,9346,78
15863,17710,63
9814,36126,72
8633,25620,71
6458,23341,99
36512,25079,24
20730,7788,45
79,20523,8
7070,3225,27
34885,32662,25
30138,19003,38
16612,27086,26
33446,22943,84
36121,34546,38
8701,32293,41
19264,16528,27
10201,31260,69
31258,16690,29
27942,15365,87
35750,31938,87
14271,3824,82
16605,15141,52
7791,9460,70
19629,29342,32
4077,7656,83
36194,16708,32
216,37591,51
38476,20451,7
10554,28892,54
14464,35394,95
3283,1811,64
36761,35766,84
14678,9905,93
3410,37554,65
7093,8417,40
857,23572,84
1200,12247,68
37546,18515,68
29729,21979,29
1687,13255,83
12900,1252,71
25032,25684,41
5704,10113,70
2021,27413,59
10050,7054,58
860,37708,77
16797,21058,61
30479,23708,74
1835,12385,80
5339,18520,42
22115,34635,42
6061,22264,72
34098,1235,41
27501,36929,46
24999,36876,34
35017,1602,61
34973,108,23
3850,3359,60
15333,16119,78
37271,10944,55
15233,6517,88
32580,888,40
35660,19903,81
23274,17454,78
23334,28594,82
37638,36791,76
29399,36959,35
35667,15131,94
1928,29544,48
24338,28966,59
21771,15862,62
18401,27912,69
21956,2373,73
26651,3401,32
7865,10078,94
36259,22578,70
30396,1180,54
27054,11522,25
12055,4640,50
32771,34789,25
34224,29577,13
28013,36783,77
13673,1140,45
13891,9978,64
28760,38284,35
10606,6871,31
27833,10805,70
17336,27487,41
31536,18941,50
38611,12424,41
32302,38358,13
13774,27859,59
3985,3978,80
12437,10547,60
20528,2486,50
21352,24321,79
10049,29504,55
36153,10619,45
32020,31946,68
12282,8569,69
14521,16123,79
6475,7516,90
31562,23377,86
13857,4211,53
14673,33010,77
19627,12804,67
36759,24122,60
25064,3093,23
31240,16538,29
14267,35331,95
24144,38750,34
26735,36814,43
4593,17510,40
10548,4738,38
7719,37773,88
3420,19755,48
18864,1901,60
24798,17565,29
15451,33877,50
4866,26297,26
31681,18302,57
212,33090,41
15395,29533,45
15149,30079,63
20361,6940,9
9305,37193,58
37724,32011,79
19175,35438,69
36945,19527,59
24380,1160,61
35265,16526,64
2742,24370,77
13759,26532,25
16101,25719,75
28755,6156,77
37163,17654,57
30842,37236,49
2515,7595,91
27469,10775,39
25794,32570,46
30810,25144,21
27406,16827,26
5283,11265,29
13605,29646,17
32283,3276,28
37763,10781,69
2759,37179,79
28643,1065,62
35492,38015,98
19038,16841,27
5398,8306,52
25652,1737,82
23628,38625,57
18382,7165,30
6133,13820,60
30940,25159,21
14250,25272,45
3001,33080,55
26538,29656,16
26287,9973,63
23519,35509,105
9442,29263,31
36153,35311,74
25932,17281,64
33935,28586,39
28828,10875,54
13255,20306,41
15026,3430,61
26668,7031,19
24936,33511,38
12029,19528,64
27484,12216,51
38730,18187,28
24143,32439,37
16134,3981,77
11020,3519,44
34909,24853,20
9226,8533,60
25833,30868,56
28816,37731,75
3074,28739,50
5350,36046,40
6209,10849,71
5426,28129,65
36010,36193,42
22698,32421,57
4183,19165,56
27874,22741,95
8494,13835,46
7143,12858,46
24816,17487,29
20316,16032,39
12922,30148,61
13033,22052,64
34511,9867,68
36411,33842,30
23270,34622,69
36798,10791,55
31840,20536,36
36206,1261,53
13682,19794,41
37002,17748,57
24219,20336,31
2502,20717,50
21293,13829,63
25265,12152,39
7851,5736,62
24468,10684,53
21201,29729,54
26488,3143,32
1816,7213,51
8630,27875,79
27082,14696,57
37208,26713,43
30473,15068,63
28514,34056,39
28603,4764,44
12521,18031,59
33987,21015,59
23682,7663,95
6845,30293,29
33045,34079,44
38445,20673,7
32703,22004,33
26573,9416,39
28524,33962,39
26323,29653,16
28234,31666,80
13227,3800,79
35534,20578,55
20407,31599,36
12226,31956,70
36481,9260,48
28961,850,62
20505,9477,29
8519,22776,82
1993,15305,85
2684,10953,72
20594,36246,23
15130,7909,84
19958,16872,39
28072,6774,53
7729,13702,56
28079,7080,53
6957,14564,49
17010,35772,64
4695,7052,21
29002,21081,80
8499,28175,79
13883,26629,25
15988,37215,68
870,6997,39
27070,7670,58
33811,160,15
23440,28247,98
18250,32012,57
24441,35509,82
3751,22236,65
27760,16721,57
24205,13898,42
36033,37155,52
18824,1567,60
8716,17609,59
33783,13556,22
9984,26708,63
2748,9237,75
5524,29638,23
23437,34917,69
28260,9510,73
15264,13680,54
37720,16967,56
23256,12834,91
3306,1862,64
17675,37539,71
4067,38627,45
28656,2743,78
22807,8575,82
5377,13799,32
34540,1886,61
30506,17716,48
13200,12323,75
28129,10041,97
17379,4033,66
22566,27351,64
24853,15270,44
17576,16868,37
25539,37992,83
4677,28847,44
36900,16989,42
12213,37790,81
12767,16922,50
32443,23346,60
27451,33109,50
28690,24068,59
21253,19213,66
17733,9464,53
5634,35674,72
3197,34210,29
27981,29330,50
12273,30170,58
34997,2483,65
5588,19947,47
3143,25752,58
13834,34037,22
21804,27254,40
24957,33876,12
2714,32739,56
12348,1830,80
4602,23462,66
19924,24906,31
9446,28657,57
4673,31607,48
35489,24832,56
32332,26759,20
6953,11542,17
1973,5727,63
4957,19505,42
33946,25191,12
13646,13021,52
401,10592,30
24388,14258,71
31835,28898,64
9054,24466,56
25874,261,44
12485,15230,77
19151,18181,39
29737,23349,56
28725,1161,62
16572,18247,34
7051,28197,53
16996,808,43
22678,27802,95
21376,10736,74
14636,27850,88
9074,7841,70
9399,21117,77
30000,16672,33
6880,18174,30
13655,14478,55
17008,6381,58
15092,16058,78
7270,489,13
7627,36309,64
30955,2463,66
16825,10622,35
33969,35544,62
21756,34095,34
22538,13,55
4107,11541,50
22254,24048,54
4223,35394,93
24028,14486,71
17411,29508,30
29426,16966,15
6129,1953,91
24471,36186,50
24955,12480,39
17567,37662,71
28670,19273,46
7781,18940,59
30215,2548,70
35024,37731,62
6925,32592,15
31784,34804,51
27249,26738,27
18361,35724,76
37946,4711,59
15084,73,47
35647,23754,105
36301,26613,33
7640,323,49
3954,5599,59
12804,9306,66
24818,34788,20
6502,22681,96
11013,22935,73
7697,36166,64
28111,38766,51
2393,13632,61
34652,34867,34
33487,28053,81
2548,21948,73
30204,23350,74
25967,28701,68
242,1215,38
32298,14384,50
30169,22980,71
11495,12297,46
16256,19904,65
5762,22253,44
20573,8295,35
34245,18272,32
19582,23745,80
37182,765,63
27305,13026,54
759,24916,35
22718,9486,76
31205,5452,37
12839,2554,87
1026,1767,76
14684,12775,81
31651,11483,44
13789,36464,34
18105,7600,66
13792,37537,58
12321,825,68
2358,35612,101
14476,27508,57
20013,35754,81
26576,30972,30
13619,13852,26
21161,19726,78
6348,30400,69
29532,9976,55
33921,27961,55
34254,11497,19
7732,8385,76
34535,33311,52
5502,27270,34
15294,26428,53
2366,6118,95
38382,1757,49
7610,7248,50
9335,9961,78
6092,24387,76
16269,27113,52
26301,31975,46
3495,36794,51
3942,5671,59
6984,14362,49
14495,4649,56
441,19223,22
37967,3208,65
33110,17629,61
19886,35272,81
15309,22146,66
17412,28195,72
7716,18946,59
23762,11551,62
6519,12430,83
33979,23447,61
18892,33213,51
36977,16584,42
12891,19012,55
20678,21924,27
17311,18889,42
12465,30909,54
16937,27025,26
38009,33438,80
23520,19699,80
33370,8436,68
13718,26431,25
7784,7718,86
17427,2014,70
24047,6752,36
11606,13074,49
20692,5004,16
7838,4517,57
9981,26594,63
25683,14657,80
31037,30337,40
8570,21114,83
18333,19,29
7887,15414,84
30023,37825,67
7084,25878,45
36807,38442,36
30267,38638,27
8764,36108,54
13122,3308,59
11477,26277,22
21507,37605,95
21045,3079,70
26683,33030,47
9097,30859,45
1198,15425,73
3322,12078,56
10223,14404,93
14430,21176,92
2463,15108,89
9895,9100,78
10055,18131,74
29506,3278,24
7865,19735,71
4832,35458,67
9894,15016,92
393,38632,11
11014,10665,48
257,33320,41
12194,37607,81
31123,6026,65
31850,24031,63
37507,16788,56
20525,16877,13
29641,28674,34
23675,38758,57
36415,15807,58
31169,27993,64
17442,10105,77
37722,2613,93
2252,5581,67
2365,10555,72
3211,35666,73
5452,2484,67
15326,16943,52
21396,35665,103
28031,26667,58
27440,2502,63
466,17328,32
14386,9207,69
23556,37713,97
34893,35377,70
21519,35722,103
25529,11546,48
21039,37194,81
21434,1750,94
19820,15767,65
13188,34583,56
8616,14402,75
30887,6110,65
24925,11024,27
37605,6770,52
12224,12983,75
10572,18185,47
31636,14633,76
22828,18927,65
6968,25534,45
9998,23306,103
36770,24783,34
15394,36866,72
27385,20551,17
32486,2314,56
4215,3414,60
24853,4766,17
30911,31019,36
24959,7588,46
205,38688,11
20713,2281,50
4824,24912,17
3971,33248,75
21794,36082,46
7247,4705,21
13172,35367,92
16028,28963,67
29614,25223,7
1822,1036,76
15858,24087,66
33192,254,41
35385,34500,70
22109,7918,68
38429,19180,21
22653,29620,53
7917,3971,83
35509,29337,57
16103,2679,85
32588,22066,33
30417,26436,34
21857,10953,49
34879,15015,58
760,3789,72
31619,15791,71
5419,37659,64
37748,35634,98
4091,38429,45
22726,33804,58
4768,32324,22
37231,299,37
24468,30993,47
36786,37525,76
26017,3122,58
34596,6318,64
3403,4183,60
8630,22589,82
9365,10622,51
38579,28749,35
17633,4782,40
31019,11343,28
26602,16645,23
18054,24114,52
19213,37136,47
28079,17501,72
34664,262,23
19967,2739,76
32770,34613,25
37556,7657,88
25610,30192,60
4556,34129,23
7506,38444,48
24335,18801,45
15039,905,73
6169,516,53
10879,19923,52
35649,8570,86
29550,7584,47
5721,3307,39
38746,1955,49
8733,5526,52
35586,14443,95
34507,32002,51
2735,1821,92
28043,5267,65
4865,27323,29
24774,25787,41
9292,28020,73
37873,38527,50
18868,18904,32
7252,37526,52
12233,28012,82
38766,9940,56
6130,36524,68
34117,26362,21
30456,20354,24
24152,24370,58
7967,37971,88
22904,21922,74
28574,27207,45
22020,24901,28
19035,24381,45
2384,24042,77
16263,16206,74
36215,9391,48
33756,11472,19
4767,18287,37
24061,11421,39
21146,25538,88
20310,20009,30
25923,27750,84
12173,3095,56
36305,20399,23
7872,31218,61
12075,5545,55
15213,22778,90
34173,36320,30
6304,33428,82
21151,18066,73
4165,37775,85
22562,5253,68
36124,36307,42
38733,5733,24
16052,26591,49
26250,18807,28
11485,6928,17
20325,28649,32
14710,9220,69
11415,793,42
28535,35460,83
3995,10915,64
2759,27049,63
24393,8019,72
16890,34559,28
11751,30797,28
38295,9811,56
24458,36342,50
16562,33357,46
25551,35774,91
31941,36324,55
4049,21912,65
5732,13701,32
9908,10991,75
10961,5262,43
1515,29567,48
32496,5662,27
318,56,12
22100,19698,53
35436,12946,92
38456,12879,44
13217,14265,81
27379,12374,51
20482,14295,44
3903,15423,81
33177,6467,82
876,19202,48
36323,30825,39
38435,23310,57
11383,28742,40
31970,4544,48
21451,3128,70
11543,1953,54
17574,19052,42
26300,37743,57
36517,23480,73
34737,28189,63
34249,36353,30
22927,10955,73
8587,21020,83
3956,10590,64
17633,12754,65
34191,30102,31
23554,25862,90
21106,25838,88
8450,13680,46
21800,1230,57
11424,28063,56
10725,34989,41
1780,17340,70
2642,14366,90
7644,33324,78
21790,2005,69
5342,38506,24
18110,15210,64
2735,28841,78
24005,5306,48
33162,5515,54
38402,2462,53
13885,13749,26
23365,33199,87
11448,18948,26
30088,13913,35
5259,5400,38
22755,16522,60
34529,1516,61
12032,21478,86
14572,15817,79
19756,3480,48
27827,6958,53
18144,15843,60
13595,13899,26
3373,23023,69
5006,37719,59
36388,26415,33
17272,3367,46
31186,29013,48
34628,18786,33
10692,30313,46
3195,21366,70
28855,14305,72
3113,35585,73
22766,19163,65
29570,4644,18
10826,29381,28
4877,25054,17
32297,36248,29
31186,31049,36
34580,28911,47
12093,38024,81
32403,20300,10
15910,1248,69
34781,21299,67
21132,31220,68
14726,4890,56
21222,2527,98
5613,15336,60
24822,14686,45
13504,7056,20
199,29439,10
30246,24406,51
36788,13203,70
29591,22037,29
17340,7170,33
22889,159,55
6954,1865,51
8761,24777,36
29580,15396,45
24926,36111,24
8626,2424,81
36791,29320,35
5696,18851,35
34088,24036,38
31186,21088,68
7562,11717,53
2737,14317,90
24296,16811,40
37900,15961,82
16581,22541,60
15001,21289,91
23405,382,58
5610,15279,60
34559,38695,22
29285,33325,39
18365,5496,42
28958,22605,79
36138,4765,35
2012,28102,90
28703,25778,68
7229,20257,9
286,16145,43
34923,24313,46
37877,3250,65
5448,22004,44
485,4909,20
24388,21190,79
31249,33962,27
21102,29450,54
34111,8365,42
27026,1573,59
8574,3222,53
11330,7141,17
30861,27005,33
29415,28661,34
35541,33103,88
20564,3961,42
31509,24026,63
37127,8277,64
34762,11254,27
38451,34578,22
215,9259,33
12118,5402,55
14773,37697,87
12884,3111,59
16958,22220,36
12940,28158,85
34245,22084,34
35739,21060,103
34707,33281,52
30040,23454,74
28097,11303,56
1620,31918,78
28158,34550,63
2640,9798,99
22649,10123,100
15237,19544,69
32746,16924,19
4674,25613,52
10091,36753,82
30483,34770,39
8718,19798,61
36187,17676,47
7242,10985,31
4258,15927,77
31688,25583,72
19701,26463,40
11638,30426,32
20460,2546,50
25640,36460,59
14338,15883,79
21026,7886,93
3985,1563,84
8390,21460,83
29554,16655,15
21326,16618,61
34640,27875,63
21921,29695,29
37567,25843,83
37014,12111,67
8654,15022,74
34083,22078,34
3114,18158,43
4918,31531,48
26267,21350,62
34943,15359,58
22817,29424,53
17444,4652,40
31956,28229,80
7992,24120,72
22755,6444,96
25017,15849,40
19658,15273,69
25517,22869,87
34883,37093,48
38719,12033,41
34632,31259,35
34927,21797,42
31595,35352,87
2690,9765,99
26670,14436,54
9240,5361,46
19937,28675,58
33462,23494,87
3906,855,72
12419,7178,43
32517,28915,38
2377,15823,85
37199,5292,50
2423,10177,99
34831,24197,46
35511,35294,106
24145,9482,56
19735,36162,49
22604,983,81
5650,12432,55
16709,907,43
21327,32693,58
27078,15077,56
19077,6923,23
8733,32499,41
22,22872,55
38358,20484,7
24385,34506,46
16542,8768,44
25101,36982,34
12356,24521,65
11430,24915,13
26673,11289,22
19605,33986,37
38024,1684,89
1534,8379,77
19884,16948,39
18174,8327,56
31971,20646,36
36301,15282,62
10942,4806,38
6112,9301,74
37265,19663,59
20573,36002,23
27871,37936,91
34115,32728,17
23473,6007,99
17471,35631,79
27236,35700,68
20420,30055,24
16186,16910,48
9869,21026,101
15784,7925,80
31939,18380,57
5523,15016,60
16048,30120,59
36124,37689,66
18078,19882,51
26484,30852,30
15265,25721,79
4565,17513,40
31000,24065,47
29021,25612,68
9009,9219,54
36380,18034,44
28596,20738,32
18883,32477,24
37856,5640,64
13991,14552,55
37511,8265,78
17397,15413,67
7645,1260,75
33378,18203,58
10692,15085,65
3244,2384,68
20436,29008,32
4646,12518,50
13741,26478,25
13604,9246,40
7893,10090,94
11352,9858,61
30897,1945,62
25947,8295,71
11262,8364,43
29266,6232,51
9092,5501,46
17538,34201,35
31914,22563,83
5555,15224,60
15909,23708,89
12316,25728,74
24444,12461,65
32459,32733,16
19817,6102,75
36492,30219,43
16624,18050,34
32274,17580,34
28965,1015,62
29656,33427,39
22049,32010,59
8411,27102,48
5763,2335,67
22829,29349,53
18217,36259,44
33232,29616,39
10270,4614,65
10099,23442,103
22247,29326,29
15428,26723,53
27879,12458,82
18423,34076,32
20707,10770,26
32655,36935,39
3016,29706,24
14361,3280,62
26581,29467,16
34533,1196,49
33343,27755,81
23450,15011,93
27006,8640,48
35473,10920,77
14597,29007,72
34916,10778,41
17596,19712,54
15792,6454,84
9359,8533,60
31812,23482,86
28263,25933,84
23700,38770,57
21857,1523,69
25774,34525,55
18935,7911,59
27811,10957,70
22785,30079,71
10004,37999,96
33444,5273,54
18350,21284,73
13705,22565,62
27028,8352,48
25847,4862,52
15286,20516,43
1115,34121,41
18214,20432,25
12137,25611,74
16693,804,43
25812,27511,53
3179,16903,31
28808,11613,40
14756,21242,92
4944,31535,48
20664,38357,7
10918,18377,47
11760,28894,40
13856,13928,26
20340,10914,26
15487,1674,85
33509,31186,53
36979,16845,42
18042,22746,72
28834,18465,53
10670,7891,67
38667,34238,14
12176,3433,56
38259,29471,9
22542,12817,88
38632,22783,54
6971,26274,19
345,12778,45
22737,38342,54
10805,25133,27
17769,4966,40
6512,18880,63
21315,15436,91
6763,36077,28
4762,28848,44
29298,14646,46
10871,384,30
37706,7636,88
25019,8370,36
28856,16506,41
4520,30490,36
12005,2024,80
7028,21368,57
38610,15365,46
27420,8407,48
360,16833,17
15844,16991,48
1564,25260,47
3431,16183,57
22999,21450,99
22562,32463,57
23601,5552,71
6166,32509,55
35488,21887,78
3413,9252,47
18920,30076,38
31962,25868,72
35527,20541,55
37768,15838,82
14653,22075,67
11563,26024,48
34975,22653,66
12055,129,42
13900,28950,43
38523,6987,12
19254,38349,21
9850,18303,74
2772,33941,57
16250,21459,87
17685,4567,40
1054,25058,35
915,8611,65
29724,16773,15
25270,2449,51
7882,311,49
7540,19124,59
5258,27255,34
14605,3142,62
10872,11292,34
8425,8494,66
21378,27452,65
3758,27794,86
11305,30308,32
21507,30801,68
20561,36204,23
259,958,38
36017,27249,36
15954,37856,82
25151,7556,46
19651,38304,33
14719,20376,44
1645,12861,83
34566,21081,67
34831,33230,52
28024,11371,56
24364,19092,45
27777,16570,57
21198,16094,87
4036,8747,73
3961,16020,77
16018,9144,64
37524,26009,83
1739,37549,89
28810,845,62
8758,15769,70
7862,27156,58
14687,2461,90
34157,21405,59
31759,15429,75
31845,5514,53
36818,8594,64
7200,20393,9
5725,5478,38
15909,25620,75
14445,10510,66
28828,18147,53
19114,28164,62
13112,33515,74
31574,24962,37
12759,34600,56
13600,6942,20
15798,6948,44
25910,1257,70
2548,7641,91
3289,21840,45
33330,15388,76
23395,34108,61
8330,22883,82
21180,21833,75
1093,22175,57
16271,5742,56
7681,9327,70
8521,9815,84
8601,37216,64
33370,5690,54
6964,30828,25
28766,37934,75
6810,20352,9
37845,22058,70
11437,25838,48
14261,3863,82
37110,6849,38
10545,12311,60
22695,10894,73
6467,7621,90
38562,26257,17
15137,20481,43
20542,36160,23
30469,5722,41
35481,13623,66
34563,19209,33
3955,23726,92
16723,4157,51
7150,28594,37
112,18823,22
14282,14502,84
2464,31879,82
16878,10524,35
3328,1848,64
3,15873,43
28029,3753,86
16081,17304,63
36381,23686,73
33073,36944,66
33329,22098,60
24433,29365,33
27251,34265,24
16079,7824,80
13034,27903,85
8281,37688,78
12340,36122,57
24241,30100,51
776,24918,35
29627,1704,48
17449,20591,28
8320,23454,85
3269,22016,45
18310,18892,39
7090,3273,27
7991,4094,83
25687,1542,82
3240,38010,65
32396,10997,32
34882,9792,68
15434,34529,58
13011,811,71
12929,29511,43
28736,35322,83
4645,28619,44
13770,35,19
19567,9146,55
24922,35591,56
8621,6423,80
7047,14490,49
11492,22269,35
35558,27996,99
14609,19794,70
1697,33813,53
30026,5398,41
37578,1272,77
36273,12164,57
4245,23313,92
3900,12120,76
17665,29015,56
19227,35270,69
38446,803,37
6182,32531,55
32497,26262,20
10004,27876,97
2015,32359,52
22915,31669,83
36262,11290,31
9110,28028,73
17251,15192,67
15052,25000,44
8560,19929,61
6347,31125,65
20257,18272,25
37142,37504,76
22196,28741,55
23005,35420,102
24040,397,35
9499,12073,63
29305,10876,28
19021,12759,55
4014,26391,52
20585,6030,49
19888,38496,33
3290,13649,33
23470,29528,56
35438,17023,64
31694,6071,81
2684,30798,66
33319,29729,39
1005,13827,45
19083,12804,55
31700,15821,71
11005,33519,59
3413,36157,41
30501,6176,69
18196,26006,61
38441,31840,39
19540,3193,48
23009,1768,93
29488,12910,43
32675,9795,59
26644,31644,46
9994,20350,53
28597,17522,56
28524,26261,42
32627,9310,35
25953,28696,68
24272,30028,51
12073,30292,58
15378,20770,43
30409,33956,31
16760,36242,32
11471,18511,33
31260,34520,35
36391,38523,26
7567,22878,92
33773,16947,20
18965,12895,55
10183,3243,71
516,19774,34
12138,37830,81
6991,24768,10
36244,34213,30
12125,29774,40
17738,32411,34
24986,32474,11
18975,1010,48
21352,954,82
33201,13642,48
33908,28532,39
31697,31819,68
38615,1533,49
7962,16265,80
15330,3500,61
14275,12371,78
10033,7184,58
37230,15287,72
10056,497,57
1716,10996,68
46,4829,20
16919,17473,37
13775,2351,61
35324,482,59
10189,9305,78
25600,15140,79
30087,36045,43
25748,15373,79
28153,10763,70
33759,36955,40
13056,27501,54
12258,21366,86
22891,34620,66
36896,5720,50
32473,34989,25
30883,29275,22
10148,16680,62
6481,4016,87
21404,12234,86
12462,33854,45
32516,28838,38
7541,10555,67
16062,34756,54
13691,4860,27
29511,28854,34
36880,17298,57
17579,7828,69
7186,22600,56
38480,11451,15
30952,5526,37
12947,410,45
34049,24147,38
9879,27430,66
13588,27247,28
10860,15940,61
15186,2507,89
34636,33002,52
18227,18026,46
24468,20681,31
29728,10143,55
19098,33885,25
4160,31871,74
13632,17525,39
15903,28072,83
12910,1519,83
6462,31078,65
18790,13775,29
4233,33391,75
13072,26432,51
19828,29744,32
33977,25864,47
34214,17465,35
23005,37257,80
29476,13901,17
5349,1953,63
3893,28869,70
24839,20456,5
7515,34564,60
8694,25961,71
19635,13194,67
7001,33838,16
21040,12337,86
7169,14260,49
13922,19885,41
35759,30177,75
37217,3400,51
7166,24372,36
16819,37039,42
21502,34910,67
30340,20671,24
18306,7113,30
32420,7099,15
22975,23396,101
19230,9260,43
21959,16870,36
12945,7920,82
37710,13272,84
18353,2563,71
6069,23254,99
7895,3321,63
19669,19780,56
29538,17315,30
28144,35013,63
6178,13891,60
4109,15152,81
23443,24144,81
30062,11698,32
37212,35264,84
34271,9450,36
12316,1203,68
14508,7169,49
13163,3401,59
22901,37858,94
25075,3163,23
24136,3405,49
8735,28646,63
27994,1885,90
30493,7930,65
16748,18930,27
9087,25966,65
21077,21163,100
21767,38561,30
2390,25515,86
11354,1268,42
12241,14543,78
4098,22968,89
9127,963,59
18381,31836,57
22664,17562,75
3316,17662,46
18906,10786,40
17705,7880,69
37671,26756,57
6232,19039,63
30280,20374,24
27475,20705,17
31906,6515,81
38327,34026,14
19899,26617,40
417,34550,23
23431,28619,82
11386,24486,39
12901,32736,47
30924,21476,68
30774,4051,58
10168,6495,98
20018,16543,39
10577,1262,56
22155,13624,38
24499,37178,60
20511,33408,37
30940,7945,61
6920,31825,41
19861,3966,68
12518,17726,62
15433,17309,67
8628,4522,47
29431,33226,39
16273,4670,51
16037,32273,45
23413,19186,68
19500,20582,30
34577,15124,58
6214,29721,51
9802,30332,73
13775,1947,57
29388,20711,6
9380,19116,43
3464,12371,56
3144,33392,55
9937,38371,56
29456,15055,45
22824,16538,60
5468,13955,32
16995,18813,27
21121,6198,97
2355,26440,60
21901,18871,41
20666,27155,17
28728,1178,62
15750,24016,66
8651,9266,60
1651,22136,69
13525,30943,31
37753,12081,81
5398,5383,38
25087,9039,30
6038,28674,77
30786,5498,37
33999,19927,37
26328,16144,49
26766,12488,48
15926,4066,77
3953,24476,69
5594,17407,45
38687,7178,12
18448,11772,33
4695,32578,22
32495,520,14
5724,8305,52
18415,21065,73
32294,12905,47
22731,10581,73
7151,37053,38
37705,36301,66
27025,8006,58
24865,9811,54
37154,22234,56
23300,30476,74
13695,20547,15
38278,12009,41
162,34024,15
20377,28225,48
25986,25083,41
25983,5439,57
26700,14566,54
23311,10016,103
24434,37939,74
18294,25092,26
30899,37052,49
31535,23753,86
4025,30834,58
33009,37540,80
15298,2304,89
5705,25193,22
30903,14371,60
12040,15460,77
26509,19260,28
35256,16701,64
4651,6286,61
34537,32508,25
21495,15120,91
5377,31244,37
28580,21888,55
11358,4821,24
7614,27762,89
3233,34078,29
9191,7214,34
38344,6380,52
7589,22908,92
38456,26005,43
32474,18900,24
9178,303,33
6105,26669,59
31868,19161,50
27988,26421,58
31545,3279,54
37021,14618,73
25691,7714,81
15297,23594,93
29690,30410,26
33441,24452,64
33187,7941,78
7972,16239,80
33279,28269,81
28618,13227,69
4502,11612,24
34949,12921,56
16262,11344,47
16151,8503,70
4114,19136,56
7564,26335,55
28746,20332,32
32642,29523,12
8376,35606,86
7076,33077,42
24098,10692,53
35342,24065,82
22180,38597,30
27415,26020,53
20305,8545,35
37680,4648,59
16612,8760,44
429,19674,34
35743,4590,67
6872,14277,49
10891,30818,42
31642,21396,84
22141,34960,42
19064,38331,21
13792,12974,52
9409,37539,72
2560,35403,101
22053,30827,43
25135,3091,23
12437,16695,47
36347,8267,54
3100,2293,68
24083,8388,62
14389,13993,55
5531,161,25
1889,4915,58
34224,38525,14
804,20582,34
37635,36509,66
29716,12409,40
14628,28045,88
9248,29723,31
17303,37080,57
27149,24819,18
11012,16781,35
20463,3077,22
14628,5648,61
2649,27252,63
26626,36449,33
8680,37742,78
10828,3245,44
36035,12048,57
14576,37560,87
37796,4530,59
35640,36018,74
30035,20591,24
18975,13545,29
20706,16832,13
15033,36093,62
7220,16154,44
4876,31176,32
24953,3792,43
31255,7747,61
16032,3417,57
37682,11364,55
22013,5,31
10037,22133,76
20583,30970,20
37008,23566,83
26632,37258,43
25220,30319,25
402,15020,47
13175,5430,58
4626,15770,51
446,21514,56
15965,24251,66
28005,19836,74
26713,33914,21
4936,30086,36
6866,29587,11
21416,34064,59
20266,4750,16
37153,4876,45
9834,34569,68
331,25624,44
6338,32357,55
863,2315,80
26691,35509,65
33074,22212,60
23462,13905,65
36168,24845,24
3192,38299,25
28901,19046,46
23250,21142,102
37719,24929,48
26573,5656,31
31936,13203,73
27997,29014,76
7988,32021,77
2714,13602,61
26343,26766,24
28694,21504,80
10683,32349,32
33305,7738,78
28218,36370,67
27450,13002,54
12878,12874,78
26482,4803,26
24907,24134,32
4240,34692,57
16921,30108,33
21228,29629,54
37161,7903,74
11720,10095,61
25660,18834,54
38320,38588,10
9887,27897,97
36963,26425,43
6140,6927,54
37719,32366,53
1526,6301,91
4150,36063,61
23552,3840,92
17695,8538,59
36476,5724,40
7041,12796,46
16523,27178,26
28830,35685,83
30329,17370,48
16522,12888,50
9173,32556,35
34848,25234,20
16216,18422,60
36282,10900,45
1122,18391,55
6074,21069,97
10192,7793,94
2,2640,54
15359,9476,68
1598,15440,85
28985,27425,45
1983,38567,49
32297,16549,19
3811,6277,87
22097,28779,55
6772,4763,21
18801,30314,38
6181,26594,59
4088,3757,80
20360,32649,10
18926,36909,47
38636,33837,14
7004,27438,22
10867,30221,46
7068,30887,25
31976,4831,48
35734,32349,61
6192,35345,100
16989,17743,37
31678,27397,49
15247,23317,93
32418,12854,47
31079,33401,53
3469,12506,56
35623,2470,101
37909,2391,93
16933,10710,35
28908,33973,39
22568,3227,69
25807,20288,40
22172,24021,54
25130,4169,43
11749,5022,24
19720,6281,75
8664,29728,37
17683,37210,57
36771,13121,70
28589,22149,55
12349,11277,46
14474,13144,81
5692,33064,54
15114,37983,86
7618,1806,87
35291,12046,89
27182,8015,58
1999,10920,68
30513,22701,71
1722,33856,53
3150,25086,23
8579,17395,59
4925,36227,35
10263,37934,96
22966,9763,100
24806,22040,28
20644,36905,33
