card_1,card_2,card_3,result
15996,15051,37843,123
33757,18256,33139,67
5275,12434,15947,92
12866,29582,11326,53
26492,17000,28857,53
30030,7791,11685,75
30190,486,759,60
10743,7801,22083,92
18317,5560,8,48
19952,482,5300,53
1908,11335,38498,59
26338,28697,25824,80
36478,15977,28099,104
31674,13220,15029,114
34194,33790,2564,66
12003,2603,24891,87
29011,21516,16258,117
25923,19675,32263,74
3119,13190,3161,79
37090,1982,38672,80
31502,17000,16872,56
15391,34226,30765,68
38706,9508,26694,44
13591,3850,27753,99
16001,10628,30126,83
27486,8486,24169,77
35394,21979,19550,106
20410,28559,28671,62
36871,35398,12906,123
7272,13033,31578,80
2500,23522,26745,112
36892,31784,1776,109
31047,2276,25200,69
8527,1529,6415,124
6480,9310,17517,100
37979,30859,19811,91
216,20007,13812,47
12004,12951,37089,106
466,23484,38456,63
34088,4237,31671,83
16546,13690,30283,46
26747,13255,37928,96
9439,4681,34659,58
36120,32542,28534,59
21002,33231,35717,138
19834,1076,4008,100
15929,3180,9920,108
29490,29509,10236,59
17419,31711,17295,86
28258,14332,4947,102
37564,1613,3927,129
16556,7126,29596,22
7226,10796,23528,83
10012,27804,19760,125
3039,14329,30755,80
38439,15335,28097,92
1049,19004,5613,67
15205,29565,884,77
30180,25698,24224,89
3235,21465,17735,96
7963,27235,7666,101
27812,35625,8772,132
36822,34184,2622,88
26612,28892,790,74
25942,7811,31848,115
11467,29534,25926,52
6497,383,34691,70
33128,35263,33081,123
16540,5367,19922,58
9916,27969,13760,110
26353,36105,29470,37
20695,13654,34144,24
9350,31145,28672,75
38694,21889,28267,76
32445,25508,9491,73
38762,4125,22701,94
10057,3797,9493,118
15454,22010,20685,68
13,21809,17698,57
11412,33943,21175,69
9978,30167,9794,124
37654,16243,13131,121
26644,2525,15949,97
32753,9396,4604,49
37779,29302,13058,88
6880,18796,20301,25
9972,29023,13503,94
13174,4186,13691,92
13932,6183,26550,72
9771,10526,423,81
14455,13962,31527,89
5567,11340,31895,63
12110,5435,38356,60
27516,12203,20349,53
24891,25838,37720,86
18513,480,19864,57
20447,26387,36195,35
33399,28959,10193,116
7158,23639,5383,78
21894,36470,8347,79
2752,9799,30755,117
36259,16261,18086,81
3199,23615,7853,115
6757,21518,4641,71
28957,11700,32018,74
38414,5012,20255,21
6329,9493,24826,77
23491,31682,17531,112
23434,3868,14489,134
23554,13880,1893,109
37239,1024,37828,108
30478,7636,24122,94
7660,787,19049,91
26396,3390,15242,73
35569,30389,38016,120
16265,36434,23540,110
24329,19894,16198,94
27861,13814,21311,109
32701,15329,19556,77
4073,7526,28981,113
8303,26505,19799,73
27342,16012,14713,94
8321,175,24045,68
9029,2409,6882,82
30791,2294,18437,89
19514,32580,27483,51
27867,18230,20468,71
3272,10615,28047,90
36524,6781,13995,41
10822,38372,3274,49
16672,10527,9187,62
15187,13139,13725,93
18770,27308,19995,59
34058,10135,235,66
7148,26546,23737,71
4501,6958,12045,57
14373,3450,37518,107
14373,25871,29440,84
6347,18133,27901,116
17437,7794,34046,78
4750,35494,10642,91
26440,34896,18436,52
15891,12182,28516,103
20435,3961,13012,81
33291,37646,21082,130
19764,27344,1020,75
19653,16260,16785,76
27413,9432,3482,62
6470,34942,36204,85
182,5290,22056,50
30048,34737,33524,74
24895,25626,11308,51
24335,24187,511,64
4893,34907,34888,48
8568,22610,17357,108
16088,5563,12025,92
13188,34688,4997,70
25172,19219,34174,28
25967,8385,823,103
5754,13231,16504,69
37556,33523,10852,104
2562,3155,1109,100
36033,27226,20257,38
17537,35561,36921,110
19780,1764,2380,120
34129,4149,32556,57
35268,16155,10742,114
5543,35291,12992,111
29515,29586,17477,34
28805,21919,6912,62
35339,35254,9167,133
33010,9015,5511,81
8265,3315,25111,56
34118,33859,25160,21
13063,34960,1890,100
15127,19109,31114,75
33475,21485,28164,131
3011,6104,4675,81
31925,18124,19686,85
12950,38345,9116,71
17671,4612,20384,42
34152,7555,16811,63
2428,33998,37783,102
30845,35373,30954,89
17257,38633,22950,80
1151,36818,10579,87
258,9273,26636,45
22259,35008,36120,63
14476,19681,4953,84
21407,12409,24200,115
35688,10187,9889,155
9914,12808,21091,140
13557,31736,4167,87
20372,25681,32530,48
18386,33022,30237,80
34201,25138,26561,24
26410,31524,4901,60
13251,8284,25835,110
9370,28526,10107,108
5257,7028,36243,47
4165,30252,13981,75
28638,12973,13535,82
7041,22270,33520,67
28651,28905,36995,91
10105,9184,18912,94
31783,1602,4022,118
18513,6888,13625,43
36417,18060,29268,48
25172,12147,24140,68
38756,11391,16273,52
13579,16143,18914,66
23547,36134,4540,87
2414,4961,23403,114
34149,7784,26371,64
16703,24770,11417,24
4505,4601,24130,57
3111,1820,3034,84
8310,31107,10271,102
27774,31886,29013,110
14737,19975,34665,87
27957,932,14273,120
35620,13765,30127,88
29460,17521,18502,53
10757,7228,19916,59
6838,18805,24951,26
20019,1595,7831,115
2418,24984,6458,98
37685,13711,20647,60
31107,21889,27158,58
28607,12844,15989,106
34806,4927,27939,77
36363,13765,29363,38
27953,37262,10953,101
13061,34116,18317,71
16264,27940,23317,135
22926,2383,3911,137
21044,30957,13122,107
31947,29414,8601,71
6960,773,27061,54
6391,10679,1017,103
16254,15003,25655,116
27155,24343,1128,76
1909,21408,38390,99
37107,38633,36494,57
4576,20407,6188,63
16913,13917,33763,33
32684,6210,6816,62
13239,33786,8,54
28177,34688,11513,73
6492,14283,30237,111
34831,16993,6870,35
31776,10885,26373,70
15091,9207,8005,111
17313,33775,6062,82
2685,20619,36398,71
1048,34942,13001,88
4770,36487,22982,84
29567,8018,11735,57
25007,19256,4658,33
10565,14005,33109,72
13128,29413,20376,45
12471,1239,37562,113
34580,36316,22747,87
7831,11,9328,76
18892,7750,10502,83
16145,10157,19719,116
32560,30485,5488,49
4836,7570,33256,92
29458,31543,22114,63
19713,31530,18886,78
4149,28519,31017,88
6796,37884,29454,56
34737,25226,9073,47
13570,26348,30175,47
12885,3291,11596,69
21954,16227,35750,115
16234,12129,22143,98
1055,9849,5679,102
26624,38579,2330,65
38610,22560,37566,99
14253,31006,23632,112
16693,6496,4103,98
28530,33240,27250,80
4222,38706,16600,56
11321,29010,5368,59
14672,11321,25178,55
23252,35539,16034,142
24134,10633,16600,64
24191,30360,10984,75
32298,7897,12296,87
8538,14261,9523,102
919,16783,38007,88
31745,4795,37611,93
5757,6882,32492,34
27791,36502,19031,83
10955,27119,36233,60
38583,23585,25558,95
3389,10809,24875,47
35632,22624,24280,131
15837,30025,1119,91
28201,27944,6460,139
8709,27019,10888,72
6942,34665,9354,51
36809,28119,34144,86
36854,19157,1149,79
4661,37151,37146,76
24492,33835,33390,73
37141,1931,5606,94
23761,10021,4147,143
33145,27082,5000,64
12997,9853,5627,109
2395,11252,8391,91
449,15844,9106,70
22520,36523,3890,110
28831,3427,3391,70
34938,10013,4842,82
16725,7956,36229,75
4928,19869,21240,92
34226,36823,32617,48
5737,26322,4520,45
4184,7844,9294,110
16529,32431,11648,29
12515,1101,3299,88
21324,8258,6861,90
9502,36984,27076,73
12277,8677,10944,93
35449,7900,24777,99
35471,9418,6754,87
2401,14443,36441,111
7593,3773,11324,93
16819,21318,8397,94
31693,8261,20674,69
34847,32633,35395,78
21841,25044,15922,65
28530,6470,16944,88
19545,28771,26275,70
25885,36206,13881,72
38598,10705,38552,34
1775,22268,38283,74
18784,15825,13796,66
1715,34256,12419,89
11404,1192,31244,60
1619,943,32274,84
26529,18396,3068,55
22915,10703,22118,98
29486,16660,37999,60
10924,9869,12780,114
29712,34984,19581,49
13899,13228,24750,55
15934,15911,34633,91
35519,28824,15339,124
1226,34625,37618,94
35251,19766,8479,114
13145,9803,20698,92
18823,18333,22026,64
16240,11681,38581,52
22909,1829,37200,124
14638,2705,33367,125
37702,9752,8650,129
946,8654,3136,85
33465,26261,3317,67
27304,4573,27066,44
10529,10090,16256,112
34902,3765,22149,82
16868,2400,34193,68
29627,28112,8680,83
7994,15882,9464,107
16795,6994,12492,54
25788,20508,24133,69
27972,218,2740,100
34214,31118,18885,43
21912,23530,21494,127
31744,37019,19974,93
34949,34872,31942,68
33918,21886,34220,43
2455,30008,21888,95
3269,2018,32392,72
16851,12362,33046,82
5762,7599,35388,115
31992,24132,26411,75
20562,3167,12340,58
19647,31528,32671,70
19682,35714,25787,119
15153,31114,19848,87
37207,9418,37170,89
19027,2277,22876,113
32773,4699,36078,43
21845,13840,16252,75
20444,15930,241,45
13783,31847,19714,75
38696,24939,285,14
3501,18104,17344,69
27798,19863,34143,83
12444,16223,29429,77
3212,5768,7777,82
33808,9830,28908,90
9049,37516,23290,124
1260,1199,26454,76
36878,30946,4945,63
30475,10813,31082,64
27492,10763,12061,75
14733,21925,2571,115
36235,2517,18473,92
35554,18833,20273,71
38707,7050,7765,55
26317,18096,26720,47
10153,18845,1070,99
38525,38559,10161,61
14458,24837,34690,62
16791,24431,1588,84
20727,15774,19217,55
24389,34652,36265,67
11604,3427,1113,62
17437,35443,5391,98
26473,16858,23367,75
34022,19625,911,69
18094,16138,7944,103
5677,30454,14473,83
6836,14390,14251,91
13697,4166,25525,91
24157,3172,19587,77
6815,21421,36353,78
35362,2018,35738,150
25141,13573,30271,38
15033,12234,21258,127
13966,18759,12795,68
12811,12218,10621,99
7246,33363,15142,83
19726,9461,17417,81
29766,34647,12268,57
28840,9261,32501,65
30824,20313,14361,62
11626,7977,27985,99
2354,17619,3986,114
12362,11442,1511,90
36394,13001,24471,89
21916,33958,26700,46
4625,33272,35332,102
23395,10543,37911,121
26023,33515,11563,83
13620,23661,25646,103
32640,8750,13148,80
24450,5441,24077,77
26294,25655,38757,55
818,16754,22881,92
38020,35401,16743,109
6795,24004,38758,41
2323,130,30136,76
4578,32628,16851,33
20378,4031,22815,91
3207,6928,19167,43
3165,14661,2422,110
28647,22692,37218,110
18492,18517,2622,94
17443,5327,9032,72
423,919,24278,67
27073,26510,27449,42
1894,16916,23708,107
35575,2314,10885,125
3078,13637,13669,46
33370,21493,21262,135
25779,14483,6498,127
15211,1512,35680,138
6252,22884,1115,128
21384,13027,14360,131
6800,13521,35647,73
3927,26664,16825,63
9489,12153,26421,75
20571,37147,28166,79
24937,20258,32638,13
38344,31115,11281,33
36044,5462,30843,58
34268,24268,35597,91
31007,8440,34145,60
3224,24804,33194,58
26406,37208,3093,63
13017,33385,10238,125
3064,12782,13997,72
7915,6959,6882,57
18891,32258,20378,26
28143,38697,32553,59
26473,17457,2540,86
26312,1760,16824,67
10832,30463,36515,67
12157,7710,8594,112
5532,3389,28522,69
5475,7549,34246,71
32278,2735,6826,63
16139,31994,31736,105
17772,335,29607,36
12145,34045,8631,78
6512,13857,6044,107
23527,13867,26324,77
20324,35459,6162,102
9007,19008,28557,73
149,34174,25859,53
9835,34044,10220,111
7635,13236,11359,92
17465,2386,25606,112
37911,38500,27801,96
20689,29005,29592,36
18182,12878,7773,105
17270,35285,1842,123
3149,15129,36140,82
7506,21155,17343,119
30904,37104,17300,75
14018,27235,32680,36
28993,18087,17603,79
29333,21773,14018,42
33001,16032,15242,113
25618,33039,7859,116
5461,31682,29571,57
2339,7768,4981,105
26267,22620,1983,105
4602,38409,31716,53
2492,11684,979,90
4817,30279,33286,71
34189,23717,12089,97
13878,37952,24852,61
15919,28947,32443,75
16801,9756,25638,100
17651,16884,27253,52
6234,34983,22916,113
5360,29706,2492,71
11538,21008,29463,64
9209,30116,10182,100
35439,31852,5438,106
2738,2643,18155,119
27253,10182,16117,103
21335,16813,38016,106
8603,37642,5300,97
7707,9402,25830,108
13570,7871,8483,89
19558,20668,14436,72
33130,22024,30372,82
25567,3004,21205,108
6227,17565,16721,84
38633,1583,16101,86
23692,7991,7802,138
22599,15365,16565,101
7026,37615,25913,90
33487,8635,20436,70
9227,12012,32442,71
2769,35626,5568,120
27203,146,5690,40
16159,37079,1230,100
28519,16252,6827,74
3434,15756,11646,67
31664,22731,15964,120
15389,21368,36486,112
15286,38600,11298,56
1233,110,33141,73
23685,36030,21947,98
9481,833,19675,87
28039,12310,15245,123
38413,21175,32656,63
15816,30810,19912,83
484,31129,6385,71
32521,24846,11323,21
17338,32597,37510,79
13772,13213,16081,89
9146,13755,13248,79
37516,30415,33243,102
28184,35625,3276,119
13059,14653,25050,84
7839,11565,20332,55
9859,26547,32437,71
38726,34004,5533,33
4022,26398,36866,83
33775,8569,16038,79
5289,2640,34501,84
6255,38713,28906,82
16041,20499,13734,52
28633,26753,33831,51
4209,2763,18242,111
29658,22198,33399,64
14288,30901,21849,85
10128,11342,2619,109
830,5715,11760,61
9835,18057,12959,113
28537,10513,23629,106
32018,34633,6422,98
27253,11634,14290,67
25060,17581,7010,36
33407,31788,7860,112
10188,31957,16501,96
4792,36521,1064,67
24880,19990,29572,35
34032,8767,9293,69
17002,36092,27117,47
37628,31540,22006,104
7857,33155,11741,88
217,36189,7215,34
24838,12516,5715,58
4833,1257,26292,58
18467,11745,14658,75
24995,10068,24218,83
21154,19741,28950,108
12223,15160,24246,106
5401,26421,14686,73
3407,28113,24813,69
4100,33446,1038,107
31235,17706,13988,57
28807,11575,18798,56
21263,378,38774,61
1674,6381,35698,144
21430,6241,18462,120
10514,9168,28673,81
26505,8406,6278,92
23640,22909,9967,152
10157,4988,10542,89
27340,22651,24902,67
4812,15114,23019,104
22088,36259,24153,75
35626,38536,19645,86
35462,28990,25107,86
11335,23396,2606,110
29724,6983,33925,20
8467,36445,6889,61
3128,7270,21788,52
37838,14535,14738,129
5421,32705,33501,62
23769,26664,38272,69
1527,31701,18360,101
30790,29754,32354,30
30791,20503,8558,53
28156,12109,1626,126
14501,13568,10180,106
19539,7864,19601,99
37869,23603,3040,117
19689,9979,25840,117
3275,15500,9019,88
17632,20404,6932,35
26620,35486,28107,111
7698,28526,38368,78
7713,9162,27495,85
16082,10023,23000,137
10809,29577,38353,33
9757,32555,4014,99
21018,2473,1601,142
21160,35631,9805,154
25070,15988,38323,45
22507,515,12021,91
10242,2687,13625,112
27026,13887,20724,30
26017,8508,18283,94
1197,24936,38529,40
11447,30862,2728,76
17364,4929,12291,76
1205,33015,15379,108
25504,24229,25730,105
9996,19874,15007,120
12455,12837,37983,120
20561,22255,7872,70
12263,22131,28872,91
5587,22974,19177,84
29312,35554,6816,64
1768,37787,20706,91
24290,31645,15163,104
26274,21932,28779,67
17697,36788,37903,102
33176,27331,1273,82
18078,29597,16005,64
32487,36522,9312,56
9989,37130,12224,118
20615,6468,28516,79
25724,36517,16060,96
37506,16672,28590,86
30347,24144,19900,79
29613,13765,25152,20
27776,3845,21388,136
19162,13790,443,35
21389,31689,13856,97
6382,22074,6841,79
27225,9236,7762,85
30326,393,11734,38
18376,12972,10254,113
28232,17599,7215,79
986,19791,14595,102
28657,12251,16763,77
31600,36188,33865,64
38427,4578,37739,64
20253,8327,23436,87
21847,30255,6889,54
34037,14656,30327,73
11355,34042,10256,70
33513,38591,6274,87
25997,34059,797,79
17263,38637,21426,81
16942,26375,34213,32
18843,33127,3158,71
35419,13794,33985,75
24815,15876,5470,59
15492,33100,6992,83
29348,31830,18906,54
19732,12180,36347,85
4237,29531,19580,72
17261,34764,16926,54
19557,21277,25912,116
23508,4572,36058,87
26284,7886,1904,99
25844,18245,36060,82
4770,17442,32767,48
6838,27398,25874,60
37696,24395,11656,84
38398,26018,21294,93
3431,8358,7645,96
28809,5372,15154,90
4133,29773,2693,92
29443,14259,31088,64
16955,20333,25155,16
14542,38564,3921,87
11018,13051,11675,73
20271,2308,34575,67
22502,6324,21231,146
11734,32453,14714,60
14617,25786,14268,122
33908,2692,38676,62
25205,294,2625,57
16731,24396,7548,83
19056,966,11723,58
11692,5434,4572,43
3234,7519,36358,84
5299,30967,18097,60
7136,23361,23603,111
33250,2645,26389,95
23495,21836,19145,93
15080,11657,24252,80
34236,17720,35682,88
6891,3888,34676,64
29602,13583,9807,68
21163,25047,19603,81
28739,33134,10152,116
21073,16794,37171,92
19974,28901,919,90
3516,28251,26528,78
38681,9059,10714,56
37551,1737,27451,104
19210,9779,30984,85
15302,13060,21352,130
14609,38284,22591,96
11650,28269,36380,77
1008,18346,12793,94
2584,7876,34955,108
23545,8452,4987,99
1257,32429,16744,51
15153,21860,34884,83
38570,36519,2707,74
28061,14376,6800,95
10244,28781,11755,91
29719,26552,13523,29
22956,24266,22510,127
34952,12521,12009,89
34807,30005,4078,79
13591,32583,37767,66
8366,29380,17644,63
23010,18036,10977,96
7128,17540,31899,67
12435,24808,5698,58
23594,6494,12411,135
9897,25770,35409,142
23404,11668,4802,76
25545,36263,27972,105
31966,15500,35633,128
27416,24226,29483,48
7780,37186,5368,93
21228,33439,16623,96
21220,34225,38344,64
3127,24335,21938,74
8763,36227,32407,62
795,7941,6890,82
1547,3456,4663,78
11771,36875,5608,60
15938,11277,18837,63
37195,12175,30803,85
33486,13867,7910,91
6108,1607,19885,119
7197,15048,35399,101
16883,35502,34719,81
12873,7787,21480,132
29344,5347,14266,65
8250,24825,27114,51
8545,16663,24384,73
32338,16591,34005,28
2555,34136,23612,109
17531,23544,9818,129
8592,29525,12236,73
22017,10503,17599,75
35294,15331,38513,99
34266,38604,12249,50
24259,7967,19555,100
38350,31789,3336,59
15975,22929,8440,119
18939,34152,11650,35
21356,2575,26524,110
32372,22042,10260,84
34961,17573,28900,73
4640,25023,30326,39
24878,27019,793,50
10501,7845,16778,78
3762,22676,16031,126
35600,782,30202,107
6819,192,31201,31
10849,89,35717,83
26652,29727,33243,51
23593,8379,3082,105
7573,18375,28066,112
18418,11638,30373,55
17764,8705,2646,107
8673,29504,875,69
30886,12009,107,60
34930,25020,35472,73
39,2555,9371,81
3307,13597,27898,79
22506,36332,36156,91
13574,32610,33192,56
38621,27270,26653,32
17397,12497,9767,113
21437,8613,18341,106
17512,36224,4239,87
119,20655,33385,43
7934,7874,1974,130
26548,16093,12057,85
20634,12920,14401,83
14351,16751,8326,86
10812,26491,37606,81
14701,20442,32479,52
2660,31211,24108,95
8636,7193,13096,79
30077,15478,36129,84
26482,37586,30300,79
8535,14274,4644,89
401,22257,7718,74
18165,5703,7660,85
25594,10608,7137,69
25182,9467,37837,75
1124,35353,21342,135
15263,18477,22942,113
2529,11315,15331,99
22600,4208,4920,103
16793,29396,24821,18
6196,20575,33940,58
5431,27052,33039,69
22538,8015,36815,123
372,1530,7634,93
10647,14257,16606,77
34091,25897,17576,73
11710,20749,12138,48
16811,27234,7166,33
27509,25518,1691,97
22124,12903,16804,75
15143,16864,21143,102
34815,22851,8643,99
19768,16943,29373,43
14551,21429,7940,135
27945,16265,4620,97
36217,11340,3382,51
34860,37860,20612,64
18909,13251,16940,66
2427,30291,10249,121
33309,20292,15220,78
13101,25813,26399,89
38446,109,25921,49
10844,36402,16020,82
30310,37688,32369,75
9372,33476,30385,84
10866,23641,20643,78
8301,32749,5619,60
37505,8359,20544,80
28909,12420,22511,115
1586,9518,16985,82
8419,26409,29735,49
34663,1955,28696,91
28180,30344,4046,108
28085,34924,37801,108
15408,14002,29762,58
393,30944,4071,64
34733,6829,9399,51
13548,27490,9827,79
12438,15123,38582,82
10735,37788,4172,109
33370,31641,5606,88
7032,12779,28185,92
33345,4153,34202,84
2344,32356,13269,95
6218,3081,2509,115
27310,16240,10010,103
13566,23301,34027,74
1012,31563,34891,83
21831,32438,9949,84
2452,11587,24205,87
37949,33288,2460,128
11476,7141,3395,37
6225,5759,15136,107
1175,19903,24822,63
37809,33091,21247,130
24106,17735,19250,71
21874,27244,38579,45
21293,6849,18914,73
28670,21358,20386,82
1632,15975,28727,111
27912,11253,4753,70
15307,31046,18507,82
19002,21810,11490,51
24881,30472,12454,61
4080,27189,12881,94
11764,36157,29505,35
13930,15974,3265,70
37545,8495,8328,111
34124,36436,23370,82
4870,20608,29301,20
1697,8001,13933,100
20717,16560,3058,33
1212,21233,7812,125
20455,14250,33853,53
12827,25028,20657,44
13505,36014,7923,77
3254,21263,239,76
16846,33833,1724,64
28075,25977,38530,89
1763,2594,10711,116
795,29416,7608,79
21167,25227,32496,61
11761,34562,30883,45
4577,23757,26535,78
33015,2508,21045,133
34006,23006,8323,91
6449,9847,34002,107
33893,7839,38330,57
18517,11620,18935,49
21163,1965,23455,146
37923,19873,38480,78
8690,18801,15769,86
26563,389,37255,49
37035,6876,10206,89
30778,28089,2477,112
27202,18221,22793,87
29264,15138,29674,49
36038,36454,31839,76
9051,32459,33391,70
18473,59,521,35
8699,37914,12929,117
22968,4053,25769,127
25236,20562,13608,18
38744,21098,38691,60
13955,23486,20353,67
10079,22910,36466,121
15403,25756,1818,123
513,28670,38585,41
24788,3485,4659,37
16029,30085,25651,97
30141,16052,4760,73
13882,25178,34231,25
928,6475,26024,117
15893,4214,3328,97
11695,6918,32706,25
13957,21195,12177,99
12177,22814,36859,116
32456,23260,10569,84
382,8750,18897,55
31906,10847,19696,86
19239,10195,20672,69
28027,13982,24019,88
25770,32364,3041,66
444,2477,38700,59
8648,1024,18119,88
21328,34712,21891,92
37534,34584,8610,95
14312,21992,32681,75
20600,23722,38013,99
23626,26692,18416,87
26744,27283,30189,49
22949,37249,12419,116
19743,28225,7581,117
25516,34734,34648,72
28064,35724,37161,130
478,36837,12964,76
21159,14394,21338,142
10068,19763,31207,97
2644,22623,15235,138
9261,21483,1190,109
37763,22781,16997,105
3900,7610,27387,98
37632,33169,33184,115
13036,16811,169,56
21298,35619,1903,147
21081,6463,10665,121
33300,20454,8328,70
38388,3813,13178,84
4701,5526,27399,48
1030,19692,37777,105
8345,6841,33771,49
31738,16919,10938,69
28531,19197,17315,72
16792,18080,19770,62
32338,34215,28215,63
7018,38383,29547,16
34862,37623,29341,66
26700,23577,4513,78
14379,23465,24199,123
9166,33845,17632,62
13018,25519,15220,118
36424,36783,18173,75
6888,15250,23562,100
21860,31938,10250,110
24864,13949,36313,37
35628,20377,21518,105
149,32588,22678,63
19979,15921,16140,102
19214,22790,9439,92
31211,2413,761,98
1510,9968,7588,138
18034,19521,10859,75
6138,30060,1260,101
35434,6054,16766,111
5705,33869,29654,32
24891,30282,11286,35
5507,23760,19143,87
9980,2495,12272,135
36001,971,6178,100
15517,12266,11323,87
22171,18468,1553,92
30341,31912,4133,96
35674,11443,7264,70
10252,43,4112,97
35357,19084,24906,72
20324,34739,7749,62
32499,16771,15278,60
36990,20443,7605,76
36895,2008,36186,96
28730,28008,9222,103
910,25507,6811,77
7136,8359,7266,47
8690,9255,25026,63
10898,8530,28993,87
4977,31762,25729,86
8696,24212,29297,66
21040,4128,5330,109
35553,6159,21241,150
56,10040,27081,72
2615,97,33880,63
6492,38693,17347,78
18980,32638,15814,61
12425,37556,20417,83
22050,10866,7040,56
1948,1578,21877,113
24288,135,14418,77
3886,19043,2412,104
23011,32571,16790,68
9861,13680,33250,99
21770,33019,34926,77
37044,33483,25211,69
22160,36055,36287,67
35523,29255,991,89
6030,12077,38627,88
2573,16096,15350,126
20382,22693,22636,100
37847,21386,160,101
22580,15180,1970,134
5600,13961,8446,65
15374,18254,6023,111
4098,36451,14382,103
24904,9257,27500,45
2520,13741,22230,86
9308,3374,8491,80
1931,18223,7809,110
508,35291,15900,96
11014,21470,21214,124
38489,19617,16094,70
30292,12257,22084,83
8346,9862,17507,110
26016,32613,11632,56
24776,31250,37672,66
29529,21464,13063,93
29676,18804,37049,51
3766,27234,9367,82
12767,26770,10724,75
22158,9415,16077,89
35413,315,31091,77
36270,6917,6419,75
13949,10587,23678,89
1030,2020,20458,78
34817,24342,4578,60
3251,37032,22043,76
36479,31121,37095,70
28116,3358,12477,102
23518,12096,36045,109
31683,30108,6248,103
18080,32546,8002,74
20312,10644,32694,34
14370,21385,32682,100
21814,17684,8599,84
10583,21958,33388,84
30754,36902,15845,86
30373,12452,35561,111
9446,23431,31998,113
30940,6512,31506,99
17771,288,22581,81
32636,14300,96,56
28914,19251,15523,87
19737,30924,30808,64
8554,29491,21868,62
31726,31264,28938,82
12397,1898,11353,90
23280,7994,17594,121
36504,26749,11254,43
9794,16005,4997,102
32489,15906,19009,61
22827,30808,4794,81
38773,34591,3967,62
22068,11647,9132,62
26509,10084,16796,74
21952,15794,3984,102
28219,18155,6096,116
26680,6264,24760,62
7103,17661,22884,82
27005,38681,25973,58
1765,34586,19004,77
10070,21117,2338,149
1801,13677,12339,93
24275,23264,3514,101
14675,25064,9189,72
29601,34889,23314,73
25882,33084,21990,98
240,18014,25707,67
10955,18808,11438,50
17546,6372,25537,111
3227,10873,37229,75
28019,16591,36852,88
7241,13858,36941,51
9146,3780,19115,83
31152,7003,24507,54
21390,27201,15070,106
6089,7802,38720,95
32724,7694,28225,97
7165,27789,28034,99
15016,31647,36268,96
20568,13072,20581,43
26342,34849,8579,62
7984,32257,2661,99
26620,13862,15345,66
15295,20578,1195,75
25156,27930,24918,52
3190,20503,9920,73
11617,29461,36256,35
37670,27488,8627,93
31045,29524,29565,26
12451,3835,4708,90
11738,4104,4595,64
19567,37202,4668,73
28780,18276,37030,84
28791,25159,24315,62
2355,26258,33205,95
13054,35391,13753,105
11504,13857,30429,45
1648,32546,28526,82
21992,13987,25981,76
10951,5714,6859,50
1935,37736,23262,141
3021,29659,21266,74
9135,19200,36821,74
2539,18287,38650,76
36441,15280,29296,66
31935,13911,10793,71
12217,30830,24464,83
24267,31172,8552,80
17430,25139,34624,46
16821,8496,32268,52
12508,3167,10771,80
28554,21247,13227,119
5540,415,26480,37
1972,89,35317,103
1889,28981,21107,124
3405,31642,5670,73
28794,27772,16696,87
36092,26616,28996,63
17532,20614,17257,54
34900,32678,13955,38
14325,19956,24329,99
21754,37883,19560,98
38437,36382,33402,61
35280,16611,13004,103
16847,11572,26559,33
3176,16556,27428,46
7956,37008,2438,122
26259,2701,15312,101
17457,10112,20546,79
18207,5423,11596,52
9466,19598,20298,57
25793,19251,15999,91
7998,13035,9393,109
27989,12257,38591,87
16086,36415,18956,74
31755,6005,12881,120
18100,15864,23269,112
26534,31203,24299,59
36344,27441,28985,66
17715,19137,1177,74
37936,12767,17333,110
6224,7058,26267,66
16130,8271,24971,73
29577,24079,33776,42
5376,22688,27372,83
2661,21976,1854,117
25748,24295,1586,111
13230,29408,21974,68
16812,24380,25874,78
4538,2584,28152,108
31586,31554,138,74
22719,5588,36332,89
27925,2256,27842,140
37242,27415,12449,82
10620,23020,24096,102
32019,10112,3459,105
26002,36751,16508,80
37810,33352,36077,101
9503,28876,23756,109
33187,38696,12411,76
229,13974,27960,65
30263,28225,31612,102
29254,37756,27883,95
28099,13169,13595,98
24037,32530,23716,89
29430,24469,18252,56
13524,14651,13135,94
4517,15436,11612,65
24799,7544,38314,51
31062,25182,25594,59
5271,38684,14638,66
35576,37123,24902,87
19956,5743,22081,72
22908,32467,28134,103
8644,1752,3461,97
5364,5499,1008,70
37701,7725,22800,137
33841,1004,31129,59
820,10047,40,89
10061,31581,10256,136
15347,36268,14639,104
16154,13539,20549,52
27519,7553,2566,106
20580,27446,11475,27
10930,15014,26640,77
26658,3913,11557,62
15790,32424,13233,84
2723,2447,26395,108
34865,8423,16866,61
33443,20440,38550,42
34712,15140,29744,62
1237,8626,12841,104
3470,25003,34206,32
1532,31861,33266,113
23265,34657,15338,110
13119,13034,27377,93
26437,9973,37088,94
18029,9506,192,56
17773,25202,6956,36
13562,15137,34226,63
27828,32544,36488,75
21088,3857,2715,138
37619,31533,12449,115
32398,15848,22836,94
8525,25559,22640,120
12855,30173,18415,84
20632,24809,22694,54
9967,9897,11256,112
28797,20513,27454,47
9326,10194,7730,121
34908,34602,30213,56
6938,16030,9356,71
26330,28622,19946,70
26553,38707,21228,67
20542,36178,34892,40
30163,34747,9100,66
36140,28943,12134,87
19506,27445,8516,76
157,19124,37948,67
2479,9158,23260,127
25031,34853,9344,47
34082,315,346,21
