card_1,card_2,result
21179,12795,83
25062,0,9
6927,31867,31
35693,9197,84
26403,7745,28
18793,35321,62
1966,15958,53
33119,16652,38
27089,9053,32
29610,22691,44
33151,2003,47
32474,2293,44
9152,20416,30
11416,38414,15
216,4260,48
6453,30827,42
1539,10215,68
12915,14472,51
1057,30,24
13628,30467,31
6084,7866,48
38668,6089,37
13839,12065,43
33974,27083,13
2251,31895,60
4759,27978,42
33233,36234,43
893,164,24
12213,18845,36
22632,21986,64
6518,29645,36
31055,7912,26
35699,15034,64
11400,30931,20
7551,17432,42
13910,18046,33
32384,851,26
36366,34204,25
27463,35400,60
19660,21500,50
36486,32340,24
421,19645,12
24873,17301,29
17721,2656,62
33476,11478,37
22540,6757,47
8439,5620,33
5310,12166,42
36216,904,34
20677,25727,38
1842,18101,40
9054,12808,67
22533,12013,70
26707,3957,54
17712,28914,38
22164,3794,66
33482,32545,35
2639,16116,69
4757,22791,54
32369,17449,34
21429,5413,56
7670,29285,20
25668,28047,64
27803,18,34
37029,29322,19
9392,378,34
5673,14637,24
36448,186,22
35758,15789,89
14637,22087,36
12095,21134,74
16667,23558,63
21219,30229,62
38540,20001,11
22764,37250,55
21499,19680,50
13663,34545,21
17745,30091,44
30391,20657,20
10531,13690,35
21935,15335,32
6023,4066,74
74,10592,28
9291,6080,60
32289,30011,26
36476,133,22
9266,33109,55
26504,33954,21
32444,15352,16
8515,199,27
27950,1573,48
10198,30906,58
29752,23681,56
11369,25760,46
35639,10148,104
28565,26677,24
4263,17599,68
20475,11440,12
19894,5378,18
16758,21962,35
2459,32343,44
31902,29325,28
12477,1791,50
22110,34665,32
19929,33182,33
33243,30857,37
18401,22041,44
24325,15180,17
11337,12779,49
10688,30151,40
4049,823,60
30051,6357,50
32316,29500,12
25731,15792,69
27440,34876,12
11743,29726,14
13093,13751,52
20483,35492,58
7556,24352,25
32306,6846,15
38508,30007,23
9854,7577,64
19237,38558,11
22836,28758,52
31754,16547,35
21331,22185,68
1859,998,38
26330,34675,20
10240,11345,58
7515,27904,44
36491,22970,56
27124,14350,16
38502,31719,29
9416,12063,58
14293,15009,20
31576,36487,40
31225,20400,12
22653,23007,80
30973,18199,30
3468,19130,20
11554,20024,16
15306,10863,30
25113,13750,16
8268,27103,25
31706,37934,48
27897,16150,61
1862,24157,29
23608,21179,96
37036,37756,39
3344,12888,53
21231,522,50
27470,1664,24
23536,31156,62
20651,16184,35
25725,6815,43
23672,17,58
31812,35507,80
19907,37258,21
6147,24012,41
10196,6318,80
17530,37750,50
29631,21310,48
25642,30140,54
2560,11021,58
21955,9796,72
488,34041,15
5550,35463,68
22,33759,15
32262,21196,52
8671,28156,49
37923,34640,32
36975,9464,43
864,22781,58
14540,33448,39
17546,31159,36
19528,10742,28
413,25554,42
26007,4963,50
15900,37031,48
1957,37091,35
16969,34945,19
14438,2629,48
2650,25861,72
8452,16966,32
15163,5383,20
18320,1802,40
32589,6095,40
18341,24074,29
18108,25945,56
18372,4887,34
24155,11604,19
8667,29409,25
38305,13852,18
16945,16647,22
30143,37900,42
4864,33458,41
17755,33365,53
32521,1589,28
1039,816,36
31954,27021,28
30265,27022,22
27928,34100,37
12319,19596,36
21133,4962,58
1186,21227,62
15386,28066,36
9877,21763,72
12915,29414,43
20610,4258,44
8322,16173,54
23295,29397,56
30467,21489,62
13806,20006,19
29707,8460,25
13173,23695,91
30281,19669,24
36357,35611,72
17495,17334,52
29348,38596,9
21198,19976,50
2254,23280,88
31861,15056,32
38427,18150,25
11580,21414,54
126,26406,18
13550,34170,22
4539,33064,41
24943,14734,15
22526,10600,62
12189,14600,42
29490,8282,25
28829,36107,28
17660,27790,54
29460,32375,12
35306,27976,84
14254,29257,16
22728,817,58
9345,27882,56
12450,897,48
16920,16700,22
22707,19221,46
37544,22688,64
14003,5673,25
34541,3803,50
10935,4760,36
10271,37066,63
37859,12029,54
16766,22991,51
38492,34124,14
29347,3767,46
24396,35425,65
13195,2595,75
30953,28893,22
30802,16875,21
24301,9134,37
11486,10144,58
9110,8724,49
10143,21177,92
22919,5000,54
27508,19105,10
16773,30150,29
29575,7816,20
1539,18446,40
20768,14265,14
2362,13671,49
13630,36818,28
1634,5667,32
454,16996,17
5580,31572,36
37084,6314,47
17622,13063,65
15134,25583,44
30392,22508,58
33902,15065,17
33971,5434,21
32565,32428,16
16800,5639,23
10949,5389,34
22146,37029,39
14672,30319,30
1961,32250,28
2252,35334,92
16717,24824,14
4270,20315,44
7113,18139,27
32439,9519,36
23736,19142,58
21068,18088,64
9077,9113,56
30442,17588,44
31225,4557,24
19799,11268,16
2302,7979,52
16130,1985,53
38282,33382,32
8397,31064,31
34784,28622,20
33819,12855,48
9391,35353,84
36850,20327,17
14742,10667,34
33914,25828,45
5481,3223,26
13903,9909,61
21141,19562,50
21250,16848,55
9750,9301,76
16573,27006,15
22689,22767,80
14308,31076,22
28867,16210,45
36796,21847,39
882,16784,29
37070,22960,55
33375,37014,42
37724,4787,38
25245,15448,11
17695,3986,68
11011,35682,78
8666,4514,35
12523,33384,57
28022,23346,80
10568,20763,24
18984,24951,9
7839,30997,26
35331,13643,69
5306,37165,27
22989,27237,44
13109,7740,55
27136,10806,26
33260,29320,31
33956,13535,22
856,24285,27
27994,12764,67
29001,3453,26
36753,1670,35
22633,27965,68
9472,15182,36
4519,26338,26
12361,25747,66
13775,13519,26
1954,16203,53
27945,24980,31
5529,2416,48
17722,12514,56
952,18046,38
6764,27091,11
22975,24911,43
16205,27344,37
23601,21159,96
25601,18905,42
38544,20686,7
35704,36075,72
4863,16516,25
33245,14435,39
36053,34053,25
8016,1802,36
22238,16692,35
31849,4216,66
38729,29006,17
28831,9295,40
17402,7102,33
1535,28114,48
34260,22931,49
23292,19795,58
9270,15165,36
15476,14289,20
10535,38412,27
35634,8473,77
28981,37770,36
12406,10607,52
25871,28096,64
23531,26318,64
7694,4790,30
23528,28186,80
5713,27938,40
8477,32298,29
9853,28516,60
6057,31138,42
25822,26296,48
15160,19795,14
137,30313,24
28150,32403,36
33485,18029,47
32685,37531,32
3111,26355,26
198,30947,16
19906,21904,30
18154,25712,56
36504,29288,20
18926,29599,10
20617,17573,28
4670,38770,19
31954,25731,60
12396,32637,38
38527,34107,14
33828,35435,65
30974,28078,38
21863,36480,40
10131,11296,58
22673,22924,80
15466,24844,11
4090,5294,54
12142,25703,66
36069,30090,34
16148,8338,54
38584,13225,44
37181,25018,18
14293,33251,39
6125,19582,38
35644,32746,64
22208,33284,51
35514,26569,68
22765,33464,67
38441,7940,21
14303,2503,48
29289,18893,10
26406,19786,18
7624,33899,25
20283,7556,18
18101,28966,32
25939,31902,60
36974,37756,39
33140,38508,32
16241,18033,53
16838,791,29
2544,7143,43
6370,21183,76
31615,9799,72
24162,29536,13
36299,12171,46
34129,16696,20
13011,11647,49
22217,20358,26
10707,33801,31
36845,27387,19
31121,7746,26
29741,927,22
20410,22717,42
30326,5710,30
27336,29665,8
3778,24145,51
13102,8626,60
32335,34530,16
2336,28114,64
7764,21433,60
28964,21263,56
24449,20733,11
14273,35258,68
770,3502,32
37716,19125,30
18249,24908,23
37593,28169,52
15898,34206,42
4675,24143,23
16511,5257,23
34094,25645,45
31097,22073,34
25968,36059,52
38650,30012,23
942,7517,34
29614,6893,11
4785,11428,24
14580,17344,38
35633,15404,64
16805,6438,43
4785,12837,53
27474,38688,9
10191,33091,75
22700,27060,44
11759,2018,30
22911,13975,53
38299,22841,45
12257,12412,60
20419,27790,30
21152,26449,56
10666,11546,32
12904,32341,47
33799,6272,41
4149,25940,78
29318,18235,24
21985,36360,40
9454,3481,42
13817,22658,53
14368,29395,16
8273,18913,27
32268,1667,28
33862,4827,23
27379,19898,10
6428,37202,47
5750,10960,34
6220,34771,40
12969,22062,63
38,20642,8
36077,29516,20
24465,897,27
3246,5743,26
9489,17559,54
14393,28238,40
33359,38019,51
21762,22781,64
6970,28147,35
6876,10573,29
27009,6754,11
38656,32691,13
30485,28608,30
25745,26350,48
2404,28785,48
16148,32617,41
31191,30857,20
21473,24018,53
33495,18284,47
27361,1804,24
2530,2254,72
9023,35514,84
9145,31634,52
25762,24897,39
3296,25204,17
33391,38667,32
37894,7590,40
17770,6177,58
32398,31806,32
8539,3499,35
2685,188,42
210,21378,50
3839,31736,66
27361,35480,60
11517,7604,26
27804,36860,43
37615,15843,57
38360,21382,49
10048,13551,61
9254,19980,34
5760,25739,48
11646,4904,24
1219,15142,26
6005,17704,58
33174,15033,35
29708,24429,13
32695,15037,16
38394,9381,33
22842,18206,60
25691,19991,42
17767,15990,59
3104,38445,19
15514,14365,20
22216,2586,60
18134,34979,28
24174,16122,42
15761,19557,39
333,33097,33
22683,27522,44
28187,35534,84
27221,15859,37
6901,3907,49
20254,22251,26
27257,21433,48
5401,9127,40
7863,6406,48
1117,38282,23
20343,7789,18
3404,17433,40
17344,37129,41
9855,4582,62
211,12827,45
17286,23634,78
25206,34771,11
27943,15366,36
18859,4010,48
17702,25131,29
1520,6963,27
165,16171,39
25056,29497,7
18411,28629,32
16698,15985,44
26591,37572,36
23455,29434,56
16268,983,51
4914,10737,36
16259,9962,81
13887,22190,37
33187,29699,31
22026,1655,44
4208,22226,66
20600,29746,6
18802,21066,50
1527,34668,28
37748,4146,66
34558,1873,28
10913,8396,43
2395,18790,42
25884,37951,60
20350,17252,28
29402,38667,9
31727,12998,63
5586,18225,32
3207,33162,41
28725,20362,14
12067,27037,34
27382,24883,7
19523,3175,20
12121,34878,38
9256,10935,50
30800,21997,34
14447,1723,32
31640,7706,40
37727,37148,39
1899,18156,40
27767,4929,42
17257,24522,35
26733,29283,16
5523,4669,26
28596,30241,30
16912,14659,23
25169,6263,35
16109,12212,63
26339,2406,48
37147,35336,71
21044,20600,46
18152,4221,62
83,31682,30
29448,17462,30
25745,27107,40
35252,2486,92
38349,12426,35
10147,23483,100
15151,4821,22
16985,36047,27
11545,17577,36
21910,2651,60
30303,31539,42
36123,28671,28
34133,6451,41
35718,33772,65
24936,32649,11
10789,18240,42
26455,19238,18
1020,30869,28
1130,8252,39
30973,31144,20
8709,28072,49
25867,24472,45
11293,3870,52
33034,352,33
21804,20688,26
454,18771,12
29743,29270,8
16633,3844,53
4569,38011,38
1721,23534,72
28914,24970,15
35663,22563,96
12220,25970,66
9863,20298,50
27319,21169,48
30083,1813,38
21051,30845,54
25189,34748,11
29441,9849,52
17559,29396,30
8286,16998,32
36516,24028,25
18013,30402,38
30260,4196,60
3120,16604,25
11747,15956,43
23390,28006,80
14713,10028,60
36910,12048,45
29525,34571,12
3117,12137,44
23481,808,70
28744,1582,32
13727,6805,20
15857,1201,51
28221,30411,46
28248,28575,40
18881,36833,21
13851,12051,43
20019,2269,42
24145,22774,49
6953,2639,43
16799,7713,27
3973,7006,49
4967,27417,18
29432,2509,40
33814,36325,25
2282,22025,60
26709,20269,14
29629,35762,60
15034,30757,18
8366,15279,29
7157,6209,39
11620,28953,22
16874,33969,20
20002,10028,54
6834,12908,46
9144,17772,54
3190,25501,50
11020,27365,26
6905,22265,31
36939,9250,43
14306,24076,21
34168,26729,21
13584,10057,61
31009,24849,13
24070,3772,51
23736,21505,96
10702,10949,44
9408,17576,54
32275,8258,29
28616,1662,32
28514,29506,16
12957,33417,66
36875,11385,25
11389,22650,50
33887,12452,39
9909,3202,62
33968,33904,18
6309,5384,44
25066,38359,8
32579,12066,38
13960,3156,27
36320,18452,36
18206,14297,32
11001,15307,30
27286,11371,14
22571,12859,79
14327,28243,40
28812,14261,24
19554,29566,10
19770,12266,36
23725,5516,64
19141,37822,30
5753,33437,39
33961,18411,29
24193,928,27
22960,28123,68
27964,25221,31
15763,4062,75
36821,27464,19
1056,25847,54
297,18790,12
6181,34561,40
27912,8686,49
22780,11662,50
36806,3389,29
13052,35523,95
10780,18266,42
34971,25537,44
9910,25218,51
7825,16878,27
29465,33130,31
31141,22266,34
26018,14574,48
30960,16661,21
17729,14364,38
15327,31902,32
7128,21351,51
32316,1192,26
32582,38598,13
22053,29634,28
15931,3899,75
3523,11605,24
25741,37829,60
33473,25896,63
6994,28943,19
21203,18211,64
15428,19733,14
29663,8515,25
38515,24905,8
22194,20003,30
4727,7196,21
13501,21419,57
38539,8411,26
18361,2411,56
35401,31912,80
10638,10158,70
27085,15322,12
6345,19867,38
31237,14422,22
36492,16027,49
16160,4060,75
22844,8275,61
25152,19061,9
24413,12412,39
20763,30858,12
34674,23510,60
34560,34942,16
8592,8742,42
25566,2590,72
5329,5430,24
34849,15777,41
4956,22044,38
29750,23364,56
15397,21055,52
12332,33425,57
12047,22996,70
34887,63,14
17332,16255,59
20311,33441,29
13624,1870,33
20359,33427,29
28270,5413,40
37049,27750,43
27448,31169,14
3046,14296,26
29427,5611,16
32747,20477,10
11503,7763,26
28578,15274,20
18826,36314,22
30223,33799,27
10785,20259,24
21429,19017,50
25819,17407,62
30276,1938,38
24775,14711,15
20600,107,8
22660,328,46
20713,22752,42
28717,9975,60
8623,3141,35
31762,3308,38
36427,31694,40
4924,27770,42
25546,2336,72
9516,2268,64
12895,11451,49
10671,32308,30
1686,19237,26
34918,24952,11
19851,945,24
12816,1795,59
10618,21498,66
18071,4529,34
35562,30825,66
15908,18507,53
19907,9958,54
33393,3775,69
20282,6435,34
16867,32705,19
928,12167,48
6759,2486,43
15393,7738,24
25270,25729,39
22804,37651,64
27050,8294,25
20618,25600,38
12228,22000,54
2586,21120,80
13205,29763,43
7747,31907,40
19988,12265,36
173,14690,18
13807,12167,43
25097,33226,30
18150,25831,56
23651,7034,59
941,22972,58
7669,19225,22
28851,4653,26
33102,31983,51
15305,36072,24
27511,21488,48
25906,34553,44
9391,15082,36
16912,38253,16
32292,3162,22
31921,84,30
27195,31050,14
30235,9095,46
26265,28038,40
13074,18987,45
16640,17631,37
12070,3114,44
9034,3485,42
23577,7612,68
1171,25955,54
1572,15836,53
29008,7842,28
27891,7730,44
6181,32526,40
11675,3237,24
15361,18287,28
30466,23449,70
16816,27957,39
149,6071,38
11519,515,16
2508,26693,48
11715,7124,17
14525,21101,56
19805,6389,38
15118,2601,44
16073,21244,77
23413,28831,64
26572,12057,42
11404,20666,12
21928,3039,38
25970,18310,56
30245,25236,21
37819,2516,60
17536,3857,68
27511,31739,28
20557,523,8
34695,24354,17
10853,10138,70
20334,9946,50
36241,26317,28
11320,7979,26
6872,9161,35
16193,3261,47
7173,7919,23
18332,38746,25
13123,19532,45
8384,5273,33
20666,37045,17
38002,27312,28
32579,19760,14
26617,1625,32
24403,6846,16
9290,17696,54
10,10061,54
21291,36846,59
19021,2017,26
14554,19990,18
167,7748,22
38468,3926,47
36075,4809,30
31091,30798,20
1064,27195,22
31615,8481,45
21189,23618,96
9478,1151,46
21390,34258,53
3017,27410,18
16919,10510,33
15067,30394,26
8480,29462,25
15128,37235,23
16552,32572,19
33933,20418,11
19172,22953,46
28668,7263,19
24434,6507,41
33792,9237,37
37060,26567,27
22905,37946,64
17352,12051,56
1683,38400,25
36008,7589,32
8615,10548,43
31798,31235,34
22513,1899,60
8410,22580,61
20452,9010,30
29347,2326,40
15146,10228,56
31168,15383,18
3973,28508,54
16139,31635,57
38336,142,11
36336,19063,22
27475,14417,16
2297,19721,42
36950,1789,35
9493,19757,34
35561,22201,80
26510,24175,21
23736,25956,88
362,28915,18
31643,22145,48
1993,5454,32
9508,26326,40
10162,8375,69
15857,28846,45
11622,26590,22
19747,5725,18
31901,27793,52
23720,25055,55
28972,1096,30
18237,6350,52
37161,2418,51
10230,7809,64
12802,26599,51
29467,17468,30
10689,6021,54
18887,36085,22
479,24991,9
5560,38454,17
25750,3923,78
20525,14699,14
36900,20334,17
15989,28908,45
2413,26663,48
1120,37879,42
34767,18250,28
27091,18909,10
9479,33322,55
17587,19238,32
26290,29616,16
16243,26460,45
18417,17386,46
21829,4780,38
17308,11302,36
32651,27375,12
35679,38401,61
26687,25242,15
4727,32389,22
34774,38545,13
29259,36389,20
31861,6431,56
27051,37880,28
25680,12230,66
24458,3898,51
15025,28635,20
1869,11499,30
33369,22914,67
857,21903,42
17727,34782,34
4200,12339,72
17437,21495,70
13932,9234,41
14388,37538,36
19500,13042,45
8671,30009,39
31248,31162,20
30104,34640,26
29319,9167,32
23321,8661,73
14767,8595,33
14710,368,18
22002,9334,52
10897,16073,55
13672,22154,37
34993,34222,17
15777,13153,72
15755,22502,73
2756,2602,72
28854,22221,36
7877,20404,18
2555,23736,88
37936,26601,36
1004,32350,26
6272,37823,56
10704,36340,38
19210,1881,26
9750,2327,84
24855,13642,16
11633,34557,18
14735,11422,22
486,6490,38
37697,15082,32
15783,6511,65
6050,24509,41
22880,31151,50
5420,19655,18
4201,23590,94
18360,6380,52
17442,18365,46
13673,21800,37
1866,35421,76
1714,9231,48
4060,7500,58
22033,6797,31
30823,34740,18
14002,16199,46
11727,6072,42
31939,34698,32
38773,7736,21
4111,25859,78
180,26507,18
5013,8341,35
12465,36420,46
2349,22137,60
2676,10878,58
8529,22918,61
4777,2252,50
31783,27099,28
8618,3857,63
14590,33042,39
23329,27982,80
16076,22922,73
15215,34118,17
25582,21151,80
10786,36824,37
10268,28177,76
30830,16187,43
18938,2513,42
32314,28747,20
35269,18227,76
19779,4739,20
22637,33223,67
21105,5632,56
23311,36423,68
38355,25840,41
9245,18449,48
17748,9161,54
21413,36471,60
13749,24413,22
34809,20498,10
4029,5409,54
36505,3770,58
8501,12471,51
8359,4632,35
6099,3876,74
20655,30394,20
2380,37529,60
21019,5263,56
9151,25592,64
17692,34130,35
2470,38670,41
3126,22681,54
16621,23570,63
2510,24294,45
24949,19519,9
27332,32482,12
31148,19726,16
34949,26548,20
16214,25053,36
18493,25236,23
35393,26395,68
31745,18166,44
11514,36354,26
8523,3160,35
18939,18178,26
9477,33797,37
942,9499,46
2261,8023,52
29261,13807,17
32430,18036,28
12925,6870,46
19592,2389,42
17684,26465,38
17716,5746,38
38253,37703,29
32611,31155,18
10204,5480,60
5652,26618,24
11722,24167,19
24995,22014,27
31994,9918,72
6995,6804,14
31918,26640,36
28020,5342,40
16537,25592,47
27508,12479,34
14427,4567,26
25658,34771,44
31019,17686,36
24940,17495,29
33435,350,33
31010,14736,22
30460,38707,23
7131,967,25
22092,31167,34
37603,6799,31
30356,27299,22
11386,24103,19
34504,4706,22
1160,13165,57
24763,505,9
4095,28132,70
779,21120,62
38404,20318,7
21812,27007,28
23570,10078,100
29559,4215,46
20416,12458,32
5305,36462,28
37210,9500,43
38545,5508,17
6830,18166,27
33174,3133,41
21367,1194,62
14528,6281,44
34610,5599,20
13550,18305,33
30883,28112,38
17579,24756,29
2528,32296,44
13635,13924,26
37034,32504,23
25921,3385,50
30923,17418,36
6990,25984,43
33388,2728,63
30451,16150,51
9186,17678,54
28046,28995,40
32353,37204,23
21843,4239,66
1121,373,24
5389,33272,39
27784,33969,37
17438,37274,41
23546,23376,104
8369,26252,33
15342,7729,24
31707,26021,60
30773,4855,24
22659,9126,68
18225,3168,34
12359,17478,56
18285,27148,24
20525,36070,18
17641,38773,31
10740,38345,27
36236,4723,30
34612,37683,32
29646,13093,43
36311,8411,37
30134,17653,44
14486,13066,51
6882,27844,35
10102,10170,96
9035,37726,52
9404,32581,36
19164,20365,8
3856,32490,50
32656,30342,26
118,117,12
37894,28219,52
360,14606,18
19104,17751,32
7836,11759,26
36118,9961,64
35287,31983,80
10802,32275,30
7076,34863,15
24339,35386,65
27503,16899,15
35730,319,62
36107,18968,22
829,1242,36
35650,15266,64
23010,33772,49
22610,4955,54
10969,14589,34
37145,6837,22
28072,10171,76
19201,30306,24
970,876,36
12270,25030,33
27287,2754,40
8300,19607,27
24903,25874,39
37637,10631,46
15891,15268,41
16739,33004,38
24150,18236,29
38004,13843,37
28224,37934,52
12417,10693,52
12307,27762,58
22106,16102,57
841,6865,25
3449,32722,22
36442,22251,40
10538,18424,42
6836,1610,27
2016,37029,35
3910,7698,58
21941,976,42
33034,18981,33
8639,16078,54
28051,7833,44
127,31913,30
25694,30310,54
20386,9381,30
13726,31175,23
24801,19699,9
11411,35389,66
25218,2755,39
32701,25696,44
28942,16083,45
14760,12873,51
33468,5267,39
36214,7728,32
21505,13066,83
29295,31687,28
12461,1684,50
4128,1915,62
32023,17626,50
14470,8741,33
19105,765,24
4197,16799,53
37027,13200,54
3434,25997,50
27416,17719,30
16181,17508,59
38475,6891,12
18876,18892,12
13776,26497,25
6190,36298,48
27200,25849,40
31584,37548,48
28927,25548,48
11282,10139,58
32475,15834,41
31159,37577,34
23474,20549,54
37252,1137,33
15080,24479,17
8718,37865,45
7043,13637,20
33099,23572,79
24327,10650,31
8453,31660,45
32373,30182,26
32620,359,14
18236,16144,53
35385,7006,63
9174,18834,34
23526,16884,63
21075,1551,64
6904,22538,47
35674,5378,68
30082,10872,40
940,18326,38
2607,34865,44
15459,24461,17
17337,36491,42
29762,1710,24
29405,19646,10
3007,7719,30
8670,10263,69
28158,6269,60
143,12324,36
10676,16169,55
31585,11001,46
6488,17383,58
16981,36884,26
21921,4849,38
1082,4265,60
12188,15316,38
8722,24295,30
18197,4738,34
5465,3170,26
28550,27842,40
37085,28724,27
24888,34754,11
8666,18407,41
12166,21460,74
15969,16648,44
9132,26328,40
9778,18431,68
32261,1117,26
22556,32587,48
21340,9453,72
24325,8295,30
7902,14625,28
13041,3218,53
34845,3994,50
30419,20525,20
26024,4869,50
14480,6168,44
28868,27054,16
3284,29479,18
11716,11371,20
17469,13871,39
24413,15253,17
21797,12788,63
13574,4794,27
33387,22021,51
3151,29019,26
20298,6923,9
38447,3843,47
21076,16877,55
24300,28508,21
33954,2743,45
9072,16719,39
26381,16548,23
9975,25725,84
11746,35649,66
19031,16898,17
33118,15219,35
34985,11616,18
31509,32496,32
13078,13717,52
29640,8018,20
7654,34090,25
6385,33812,41
27784,33869,37
7776,7866,32
3817,31212,52
21189,512,50
19883,31243,16
25868,10199,84
1144,20476,20
1761,37551,44
21055,34166,53
37678,38606,29
24128,4126,51
32543,16749,19
28041,38013,52
30354,9189,46
24402,15934,42
34525,25923,44
4537,5619,26
20707,800,20
38319,3393,19
25186,9849,51
18123,7527,36
4069,15818,75
35717,6098,88
2009,10555,42
12001,14309,42
23721,8020,68
27271,24336,13
37511,26454,36
24200,22566,49
11637,34721,18
35602,31690,80
15246,24487,17
15386,5699,20
14545,37854,36
30837,25686,46
34590,31758,32
17447,35698,82
14446,36334,28
36119,31197,26
38354,6423,37
15486,35699,64
6161,33809,41
27788,10959,50
33299,23764,79
27422,26384,16
13011,24318,48
38646,1870,25
12764,4821,53
19563,16883,17
15818,36152,49
21129,24521,53
21762,10233,72
15290,27370,12
3298,21147,58
19,19531,12
36854,33973,24
458,2557,42
8634,26497,33
26631,1179,30
19195,34996,14
30459,31819,42
3445,33936,23
8474,10069,69
18345,1031,38
10631,34985,30
27147,21868,28
33032,38334,32
31733,14723,36
26012,9181,64
23442,27774,80
7620,4592,30
23671,12788,91
18343,33036,47
384,29322,10
32535,33211,35
22244,30124,42
22220,6095,56
27882,30051,46
26471,6071,44
36856,10013,63
25657,6012,68
3367,14690,26
24247,34028,18
22685,32458,48
21255,34049,53
9524,2767,64
14306,19176,18
22717,17271,66
23704,31752,76
10844,31944,46
36255,35742,72
12410,34910,38
11298,21904,34
31003,12509,40
1836,22582,60
7784,36818,31
28005,2769,64
26527,10026,60
16906,358,17
20480,19905,8
31667,6805,31
7829,10685,38
36360,26296,28
19561,33788,15
10164,12853,87
21083,25879,80
37897,213,30
15088,12765,47
9870,2005,68
34709,37632,32
28203,11279,38
25885,9810,84
7852,10217,64
15120,15401,16
14537,20295,14
28943,36856,27
25935,201,42
12851,15438,47
33207,6916,34
26365,37995,36
32301,21432,52
33951,15340,17
4067,252,48
15519,1036,26
7810,16052,49
34839,37255,23
4777,24097,23
19841,22024,30
34801,22116,32
24765,14493,15
14400,16940,23
27315,34004,13
4166,24963,45
15413,26634,20
2467,2368,72
917,24473,27
21475,31525,68
37149,19837,21
11369,2523,46
28561,16152,45
36134,28093,44
7084,25173,10
1566,31872,44
28632,15157,20
9015,34931,36
30412,25556,54
18269,1553,40
18460,12498,50
25601,33864,45
7714,10772,38
1635,28524,32
19828,19916,12
25635,22912,76
22765,21252,84
33042,6457,59
33837,27950,37
23265,8490,73
17419,6172,58
26741,13130,51
33114,9073,55
3518,16954,25
3373,8409,35
4212,24014,51
33443,24145,36
28964,867,30
22565,1999,60
14322,22045,36
15408,27197,12
35368,8658,77
30268,15018,26
8534,33460,48
15465,25664,44
13805,33349,40
25194,19082,9
9978,52,54
5747,22850,52
31978,25962,60
25550,1171,54
10856,32497,30
9151,24960,31
9239,3892,70
36882,35533,71
13158,21041,83
4613,30020,32
10611,24068,31
3230,33169,41
13066,8589,60
1066,37996,42
19154,12963,45
3197,22961,54
1542,24855,23
34586,36835,23
36827,31229,25
3242,10021,62
22868,3361,54
38399,29413,9
15523,17258,34
24751,2566,39
3377,22553,54
33060,14447,39
12809,32736,47
19578,1974,26
12260,18085,50
9359,21507,72
27167,33781,13
22899,12354,70
37572,13905,37
34898,26563,20
17491,5532,38
23455,22214,76
5494,6322,44
2430,12754,75
20688,1697,22
3828,17394,68
21761,6299,56
31611,28139,52
811,871,36
22743,6881,47
24453,17651,35
29559,30520,22
30097,6893,25
18346,20368,22
38556,4596,19
28973,11542,22
29466,30504,22
32575,25705,44
28875,13716,25
8430,25202,24
6457,33109,59
56,9061,34
5283,31905,36
16910,3015,25
26565,22219,36
5514,19181,18
34782,6782,15
3198,15885,47
3066,1679,34
16853,1094,29
24260,26545,21
28147,25064,31
15318,37521,32
32527,32287,16
23647,25116,55
21185,18308,64
37207,27141,19
3237,10846,36
34905,21487,52
33060,11358,37
27237,21945,28
35512,17509,82
19567,22169,30
4213,14688,54
31,12473,36
22873,26488,52
31752,24439,33
8484,32442,29
17615,16218,59
9175,33068,55
11772,22894,50
27040,34848,12
13671,22984,53
7161,14003,20
30105,16935,29
840,16851,29
16740,30509,29
10120,7088,55
6441,7094,39
22743,21056,84
17538,34873,34
25893,15076,44
35704,34935,64
8424,16502,32
9504,34956,36
23019,15434,48
6187,31270,42
30263,13911,31
15845,19997,39
36808,34000,24
30961,31775,34
19568,32364,14
6472,16626,43
35689,30886,66
35672,15047,64
34016,13891,22
37779,5007,38
9097,20649,30
296,9427,34
12393,37183,45
30277,18798,24
6917,21889,31
9159,30330,46
3880,5477,54
34174,23441,61
9027,25972,64
24981,33785,12
2528,29312,40
14424,16217,45
5280,14552,24
13887,28226,41
22581,5464,52
31694,30023,42
38417,15929,38
31821,6032,56
28871,27476,16
35277,5343,68
18163,24758,23
8355,28765,33
4838,20498,16
34274,9823,57
2399,33138,63
6859,11663,17
37036,38000,39
16994,15276,19
7981,9316,44
1648,21201,64
1022,7781,34
17014,27406,15
3088,13877,27
5748,1501,32
153,17758,32
16758,31010,21
2546,4034,78
6006,26295,44
36360,9928,64
16209,7574,49
23329,26559,64
3853,3235,56
10519,28791,34
21889,27880,52
7998,30486,34
20013,8741,27
3073,27805,42
25584,19566,42
24110,4653,23
36962,24930,18
15459,15103,16
35671,19098,62
28721,1015,30
18342,32707,28
7640,16209,49
21448,14504,56
25598,8736,57
25083,22139,27
7561,12362,46
24931,3034,17
34666,13995,21
18316,16760,31
38561,1653,25
23639,12824,91
22899,34133,49
37965,27786,52
18227,13084,59
24034,14545,21
13825,7940,29
5518,18286,32
247,30251,24
30085,30921,28
2324,16607,47
7566,30363,34
27247,27419,8
28595,7714,28
24972,30132,21
24404,24102,18
5651,29398,16
13700,11648,23
16916,28078,39
1929,37849,44
1519,20529,22
363,24247,15
33078,34535,35
12097,10918,52
37172,20251,17
18274,11376,30
0,22667,46
7871,1839,36
19708,38455,11
15993,17638,59
4633,29596,18
24409,16743,20
