card_1,card_2,card_3,result
2283,26497,1595,68
31261,37088,27122,29
4220,6401,33279,101
3810,37054,21134,101
768,1250,24069,45
31029,18246,21221,74
23556,38289,7220,64
14429,25565,37882,72
4627,1874,36792,49
325,25733,9845,90
5677,17357,24032,47
26560,38271,4552,31
22922,8285,31218,71
24822,8637,4256,66
36878,31621,6476,71
33169,32697,1728,55
524,6363,28996,50
21154,6109,14335,88
10582,4562,30874,46
8627,21125,34532,73
13206,24002,21989,72
4834,9292,14457,54
6897,27794,18915,41
28744,19520,20438,20
24510,3159,9287,51
7608,13044,24916,58
10955,28759,12012,64
1090,37911,1552,62
10174,34724,4243,98
10686,7577,8613,59
13026,38519,36519,60
34854,14431,12284,50
16117,33358,27315,64
25246,2654,38602,44
21853,11687,5587,46
38539,30068,35758,79
25274,33048,28657,42
34027,20627,23531,63
33836,3307,37971,47
21057,33064,12069,101
17739,20292,11334,38
22751,13990,17376,79
10901,33043,6072,81
32594,21371,34906,60
25195,36334,30971,29
27934,5289,27026,44
11506,6304,35677,98
34212,1044,25685,63
19853,37843,22556,70
7643,1682,6194,68
9149,21886,11424,62
2354,38312,25952,77
1962,4660,34513,42
38704,10193,34856,61
8511,3215,11617,45
21406,28780,20002,62
33203,18004,27088,51
38672,9791,945,71
37630,6953,34638,39
20738,31193,6223,44
30885,18492,21981,54
34248,8619,14564,42
17019,12353,25779,77
20280,25627,33986,47
22089,34748,6002,64
27854,496,15121,42
23723,25707,12945,127
27253,29280,24179,17
24462,33207,25935,72
22155,24776,3002,41
7949,17020,114,33
4724,21910,12231,68
2550,35307,213,98
8374,32682,35572,85
18023,26368,23274,84
28206,37605,11656,62
19680,15376,25203,17
26679,14505,3468,38
22229,22163,18827,54
8677,1247,9767,87
1252,26486,11395,40
27072,21255,36429,64
24103,20348,34103,20
31198,22013,23366,86
14703,8577,3328,47
7171,30999,32496,25
22687,7240,34256,56
9428,31762,4699,66
27087,38014,8280,49
15791,10124,15486,89
11567,15333,33127,45
3044,9997,911,80
15489,37180,29456,27
25926,17600,31590,86
3049,15432,5745,34
19272,37784,35736,86
29397,26494,23565,68
6152,9268,27827,88
32421,34931,3773,58
22787,18040,30442,78
17470,2669,8705,83
37848,30490,441,48
18937,14276,25181,21
12082,7260,35508,93
37779,5436,17686,62
23567,94,4075,100
7738,7272,3245,37
14363,26754,7564,40
28848,34814,33014,47
30119,35738,11367,84
28266,8591,30884,59
19054,3811,3234,62
20666,33132,35324,85
34195,34008,15092,26
25846,3864,30096,96
25637,36127,36942,67
9491,21504,9950,120
38264,4139,25892,83
21465,31601,37065,83
3450,12779,4093,95
11681,37261,30777,35
9475,23404,7661,96
12350,3994,37113,87
19185,21753,36259,46
19270,31853,37223,45
26768,32582,17590,46
32317,27057,18915,18
27261,14536,12171,46
6468,28059,7070,67
33214,38581,33506,59
34529,31818,26399,44
3085,5253,37537,50
26447,34612,20287,22
16594,26661,4207,65
24524,35714,22122,89
11268,22078,30875,44
9427,1118,18895,52
20625,25812,26668,50
14320,13728,34176,34
20626,23337,26582,66
36114,34574,8742,45
16682,18217,24262,40
21347,34834,1912,72
29591,23317,29497,60
1054,26326,31155,40
9018,16157,1595,81
32701,27907,24278,45
15498,4631,4502,36
24886,37505,36360,43
19066,35744,31579,86
16620,13115,22739,90
34015,35711,19262,71
30999,33392,24839,40
16641,229,5453,29
33391,863,36378,61
38011,34096,18334,53
36467,27271,36901,35
32334,1695,29401,32
26587,12750,13550,64
20271,7762,35389,74
30505,18856,31514,48
8012,30264,30107,52
7527,35669,1912,92
4972,25265,19976,23
18310,8679,30299,59
3432,2563,30066,68
1893,31927,3908,86
12219,15499,22699,78
13546,12308,30821,53
44,6259,27262,42
36896,2433,7055,58
1726,3472,19165,40
31252,24316,12337,49
4995,4111,33185,83
9002,33812,31602,61
37257,16537,8640,47
17020,7584,9942,75
16842,12329,12968,80
26522,29563,22533,56
1116,13768,4615,45
30035,13841,3427,45
15320,10214,22073,80
32438,17704,19603,40
17337,13850,15356,47
18934,11604,3406,30
13173,27350,13620,56
22926,4931,20766,56
32485,31129,12027,48
7956,1631,23676,88
35669,1897,26434,88
15202,15377,24766,19
30215,7975,15304,42
15013,17749,14491,46
33448,27757,5763,67
30235,5442,14694,42
20461,32604,36175,26
218,18446,2620,62
5004,32536,35017,30
2339,34895,34601,52
19528,3361,4501,34
16644,15151,4547,33
37510,19898,31163,40
12879,27231,26699,55
25757,33983,30162,63
24762,18110,30281,41
13777,35506,3849,111
9342,3362,17676,68
33333,33106,24936,57
6462,18775,21185,82
22167,36184,22679,80
1786,30442,36772,53
4988,32767,1652,42
3409,22744,16875,65
6895,30242,15892,58
7210,21308,29423,55
13917,10142,2767,97
17714,6057,13184,97
38720,22661,9980,93
24209,24449,3013,32
25877,13947,9900,97
33762,33862,2344,54
37120,15831,9193,76
5385,3220,11512,36
32545,15983,28966,53
38433,38426,21487,54
33243,3277,5018,55
6347,38473,23539,89
3346,26698,10006,74
18079,3999,33933,71
31581,33830,35562,89
35388,13580,30260,87
30181,24927,22790,61
35664,3187,31892,94
21857,36439,3057,54
21751,22158,28809,60
5688,38261,25734,53
18392,23564,16258,105
16603,23010,37505,75
12425,6829,11566,47
4655,10646,31919,60
14764,28896,30231,42
24422,6420,31195,51
4617,22531,8267,75
14537,23678,19209,70
19537,4736,21794,44
3796,7710,33798,67
6196,24002,2613,77
24127,25006,23493,64
37872,1011,32579,50
30108,4938,18824,38
38312,12915,16146,77
25191,36798,38297,23
3398,27322,18374,38
21941,11258,27192,38
6797,4169,22963,89
29416,3964,12991,85
4200,31589,4170,108
8332,338,15411,35
21810,30415,2737,78
7859,419,17626,48
26734,21833,21184,80
849,7772,10633,56
22228,20303,15422,34
2646,3049,37814,74
24998,32316,13274,50
24128,37249,26494,36
31104,30452,17379,54
6239,7158,18795,45
24188,15109,23340,69
28228,10146,22546,116
34156,29505,33235,40
37881,315,9201,58
28246,19658,23479,86
22716,38323,24888,48
19022,20602,21122,52
8609,19273,30879,37
21012,12924,30318,101
6273,31759,16765,67
12121,11729,451,46
11522,30823,21127,64
13568,37540,10520,59
28925,17333,29552,42
22699,13266,34981,87
23505,3161,2354,102
7181,22871,349,53
33174,38473,37554,56
13100,20305,31964,65
6428,16163,11353,75
30371,28697,9964,78
11583,4047,15806,85
11324,36093,27388,30
15390,37575,7925,48
30349,12104,20342,50
29536,30201,6500,54
27959,7206,22555,75
34524,10016,23353,108
23379,355,12387,88
13204,16122,12006,102
34952,26426,20399,22
14649,17319,765,56
30131,38532,18306,43
9428,24508,26475,49
17689,6915,35535,89
8549,26554,20335,35
33997,3449,15862,56
26274,18835,38325,23
2514,16921,19705,53
13500,32712,34718,29
16633,18387,12266,61
11700,31127,28071,48
21879,3994,28701,78
9278,31552,25570,88
37082,11747,31907,49
25078,20002,27082,13
37669,4086,18190,86
9067,790,5022,60
2005,6081,7013,59
5742,25801,19760,54
37601,21299,7006,75
8724,21448,35269,121
22047,21051,27441,72
19716,24920,20718,11
16874,24932,15788,47
9763,6815,10711,77
7077,10131,1004,73
12431,17457,33464,83
9397,37780,32339,60
32651,36255,25108,27
31804,35507,25898,116
7599,7133,25712,59
13154,27259,22911,83
13148,1738,38598,64
4110,37902,6975,73
30025,13206,11335,67
12100,7577,34061,55
23477,34070,4778,75
5547,23686,13806,77
37521,9218,2761,88
34707,25251,20594,13
27254,37511,4008,70
158,12315,16157,69
13946,5493,28688,37
20328,146,23480,60
16230,23503,13636,98
2545,18414,13550,69
27077,34838,21412,56
17014,18799,808,35
33453,13149,15088,74
4234,29529,7853,62
22586,29497,34600,52
11442,12135,38371,45
5313,22964,943,70
6976,12472,18214,57
22259,38569,9186,57
397,27160,23747,62
33900,25105,24924,15
11494,25069,30194,31
8743,24368,12240,60
802,16664,33514,56
21274,28966,20269,58
31938,11743,21345,78
28821,7016,277,25
25199,16886,17538,40
7917,21873,30203,58
19640,17511,4143,74
10602,34129,10038,79
21000,31267,2433,90
5726,35542,11681,78
28545,13157,16992,62
9075,37814,13245,91
29589,16208,10904,59
10116,22179,2539,108
25519,38712,15239,49
15360,11421,6437,50
17675,37838,16126,83
22126,38429,23346,81
12277,13653,26451,55
33464,9517,23465,107
8274,32370,4559,43
34724,2734,20605,46
15844,13962,37675,70
183,3966,10674,70
28590,17,25851,54
27836,30143,31951,70
33012,3885,21501,113
13228,36413,9030,83
17710,3239,27074,44
19710,26770,16990,29
36864,25757,11543,61
38550,31794,16031,62
33795,13037,33378,75
8645,20437,35340,79
22626,1845,328,66
25648,7511,372,58
23430,37219,34654,75
11619,13855,35736,79
24025,5638,13756,34
10663,26640,3924,76
9373,15289,13069,75
13111,7698,15362,63
12959,13560,1212,70
20477,7747,27400,22
18995,11591,7679,32
4718,32562,11673,32
37907,12429,4551,68
15071,34564,1744,36
345,7,7271,19
6222,15935,30091,83
11369,15487,52,24
38417,252,32413,19
25795,27924,34667,72
19181,16509,9144,45
12018,18040,28890,62
34262,20443,477,17
38410,15173,37706,37
2738,13121,23676,127
30168,23765,35510,126
6012,7004,15432,47
14613,25536,10799,70
165,19638,34227,21
32661,33953,7198,24
12811,30819,12394,79
4689,36758,278,35
27835,25244,33064,58
37254,12346,24261,54
36383,8448,30499,55
34923,28137,36466,52
29768,38371,11015,31
22625,9853,18251,108
2425,9352,4547,78
19813,25269,22054,33
33459,7629,21455,87
20686,17596,16812,39
18303,13699,12411,63
19600,15127,4752,28
6105,24326,5718,53
6105,34569,34890,48
30452,18382,38725,43
28050,37033,20602,45
12167,25169,7753,49
16191,36895,7685,64
28020,6136,33106,87
31934,26596,36008,52
8482,8624,37544,66
30520,497,33852,33
30080,6419,26390,62
28895,11359,28042,50
4557,13639,30070,45
28559,8547,10917,55
38462,36820,36799,35
6924,24013,13721,29
36036,33877,12819,64
3977,1201,13586,73
9384,6893,23521,87
5314,23592,8562,85
11686,8584,13023,70
9181,23620,9863,128
12219,22759,18420,90
13073,27267,31609,67
17543,31026,25166,39
13247,19271,6812,52
6063,19532,17757,64
11479,10770,21460,76
13636,16874,7160,31
14312,28966,22225,48
136,23739,18088,78
25060,38020,13655,40
30516,26628,2747,66
20460,3375,26500,28
16720,6195,15859,76
36859,35265,6201,103
20705,11546,18078,32
27126,15849,35658,93
34958,4896,25070,25
2439,2766,1801,92
5582,16139,21996,69
23350,37079,17275,93
25593,32386,1568,64
29704,26404,26673,28
36200,17601,36950,57
28224,25736,13673,77
36045,35333,17322,98
21844,3444,15461,46
28961,30296,4584,44
3906,5643,302,60
4659,6828,471,27
3847,34710,28563,62
27313,13738,27289,21
3122,28747,18378,46
9086,3138,20605,44
23710,9884,12496,130
10554,18002,13148,81
10950,32426,27384,34
13157,20450,25934,77
13019,18892,36223,61
19612,10011,20610,56
28045,28786,6465,72
34814,13814,23449,73
14264,17717,9039,66
38680,7793,9911,69
5611,34166,475,27
22167,29533,4651,42
1981,31720,30014,62
16158,34954,15443,49
13607,33764,101,28
17582,7609,36440,58
21521,29308,31604,72
7014,20590,23365,61
36978,21907,37901,63
27822,27453,35422,88
2648,30756,17596,72
31650,21483,38292,73
30002,5017,10003,80
13117,23501,11481,101
8021,22006,28581,52
34635,10838,9339,58
29668,27373,35342,64
23514,17578,38502,83
22528,9400,20727,70
3326,33266,12084,71
22866,7627,12769,95
23604,22628,30206,110
4216,20627,22753,84
22949,1235,2585,94
6859,21078,31854,75
37110,22785,6787,62
18958,11439,10801,38
32507,15342,19087,22
9821,16880,22807,99
2523,30886,13916,59
25211,34963,1260,29
11009,257,4677,42
13794,13571,9996,74
31078,16678,33275,48
25589,24863,28196,67
13652,23019,6156,85
14456,5355,6990,31
9110,23562,19036,86
894,7530,7620,50
36906,22041,29346,43
10250,1824,37681,92
6761,876,33815,34
24519,21952,6285,65
11341,15875,30792,53
27802,29280,15132,40
14774,32631,2734,56
3194,15271,3454,36
27098,18063,28057,52
20309,8343,24117,32
15027,10544,16772,41
27205,3938,36199,62
13637,23283,18440,85
36915,31654,13835,52
29005,6978,13669,32
25599,767,24479,63
28902,32305,4080,62
289,11686,29603,20
25240,24330,9358,40
9341,31102,10691,60
15282,25721,14587,56
27449,31801,34131,37
32532,37636,19081,38
4881,3906,16518,67
3100,11637,30948,34
36054,36032,18858,38
35649,22945,14637,108
5694,38480,5674,29
38594,13698,30458,36
15938,20440,28540,47
8697,11574,13618,44
6487,125,14262,50
13099,10864,18994,67
15804,1549,32304,61
31545,18366,17742,70
17291,13139,28749,77
17444,14693,12161,68
11507,3276,15778,57
12810,28063,4120,109
36102,31014,15311,34
29392,32258,219,18
18166,35013,9843,76
33033,18309,19188,53
17610,31504,30295,68
24801,13857,13586,29
38772,37175,14545,32
27117,19002,37062,25
24371,20612,37241,26
7028,7185,36980,29
32663,33218,36313,51
31504,24825,3903,69
12117,34833,370,44
28640,4679,16851,37
37552,4523,18437,58
13544,24010,27273,26
21904,11259,29437,38
13153,9092,24119,76
26347,8614,36968,48
23353,25974,5340,100
12828,38452,28041,72
25161,22808,8559,64
24055,14646,3059,35
16665,33764,33164,47
1853,7707,19202,42
8741,29702,34140,34
13894,14387,12893,64
38019,24106,32742,41
13542,23621,34143,74
25943,38379,36243,57
27067,22981,18941,50
6055,10749,21793,78
10113,20767,18784,56
15989,25576,9956,117
2562,12218,23627,118
9071,28533,24319,49
31872,878,2012,62
2616,22204,20477,62
37686,18133,19106,50
34729,16947,19825,25
24351,6841,25118,19
34130,10986,16948,42
6764,10987,1737,49
9230,18813,20354,36
12829,31259,46,55
17291,5665,2474,74
28507,33908,5524,33
16657,18084,14259,43
30500,25752,37738,78
35677,18439,21279,120
21480,14266,12464,86
25244,15060,13004,50
34517,22017,3217,46
8623,20713,11454,33
31077,6428,2519,78
33414,33201,38489,59
7753,37148,3812,73
30519,21072,11457,72
20524,26432,38373,19
38648,3241,21177,63
4072,23578,12945,133
28856,25858,7916,64
28513,25135,23269,67
3060,18117,36429,50
22960,1198,21957,82
29397,37506,34124,37
34751,4644,30447,40
28053,36092,30089,62
956,5712,31022,40
30491,18003,1856,58
12518,31219,31,46
17338,27413,31837,54
15365,33111,19973,41
15837,36325,7962,65
27911,36176,31146,54
7115,16765,30928,28
2310,16717,38766,52
22877,35323,4057,138
19849,27331,5598,22
6850,8657,19736,34
31781,24990,10696,49
30163,5750,37631,54
32692,17735,30835,44
31207,35267,6133,98
38284,3877,17745,73
9970,25546,27047,88
24798,30885,1573,33
29527,33310,22503,71
28605,17570,13258,77
15990,7786,28166,77
23304,21883,16793,87
25097,2273,35725,95
36098,11638,36027,42
34906,5264,16932,31
30959,23534,22595,102
38468,30408,31117,33
864,9229,19804,52
24154,18515,23611,81
33907,20309,22846,51
7753,16916,31014,37
432,4167,30488,66
15185,16985,7675,35
23015,6157,31254,82
31765,8728,24867,48
31053,19698,14747,28
24905,8562,8335,45
26458,826,4676,44
37121,25128,25025,21
32532,24207,12377,47
10187,7917,14335,76
13611,25534,3947,91
31506,13037,17582,89
4071,14560,25532,90
32548,23510,31592,84
11473,11639,29720,24
33179,21462,33101,98
33993,13137,28149,76
10676,5496,32339,42
37638,10731,28946,58
2478,24986,338,45
27378,38578,11480,19
14480,38499,10832,39
17742,28140,8673,75
28023,12523,35566,114
1524,15754,15802,86
34702,27212,7647,28
28261,25244,12447,61
1246,20297,21249,64
5302,8314,1206,51
170,7190,36016,29
1262,32336,12751,65
25698,18460,37972,80
34146,15307,10652,39
24226,27148,17402,39
13766,19173,19801,25
10766,13572,37986,59
21137,23660,11005,118
22973,15152,3197,62
31537,12220,22955,94
31835,34778,5703,44
17250,31121,22211,60
19161,34108,4123,57
28946,36321,8720,49
30023,5484,5255,42
28978,16998,30489,41
11287,34906,27851,46
27148,26017,35591,96
34562,12257,15276,46
15911,34848,3202,55
15870,14410,30266,63
752,12036,7633,64
21338,8681,36221,81
7681,956,15936,67
16006,37537,26023,93
33886,35534,35006,73
19038,21517,6929,57
31716,15144,6812,39
19216,27156,19983,16
36377,21522,7681,76
4235,31601,12432,96
14698,36242,36076,44
18023,15060,22522,68
16635,28755,35444,79
15524,26742,34125,29
10991,24846,16096,58
15142,10187,13738,69
13265,28563,7746,67
34720,9757,16917,67
2531,23386,25197,91
7576,3199,38350,35
19214,37555,3097,44
12052,6058,35334,118
10976,31642,34563,54
33793,37250,29582,28
11542,7776,24936,29
15227,25606,21904,68
31156,19888,16003,49
21478,31624,24315,77
18413,38525,34201,34
27121,15909,21317,81
18929,232,5333,24
20255,31001,28048,40
22197,14529,38750,41
6248,6349,27000,68
22592,38539,16701,56
6378,17004,12754,82
18331,2463,36010,72
30247,22040,37944,66
33952,6821,32650,24
36410,4726,9200,58
16032,4821,32475,55
18384,14774,22065,56
35405,33004,24898,86
35444,13047,4845,109
8413,33984,31718,54
37842,29492,14742,40
31163,11520,12086,50
25951,3943,11635,88
37040,20379,20751,19
24755,33913,7194,19
37719,21443,1504,88
36422,15845,22112,73
1027,33904,17730,53
32531,10948,2270,66
2409,36523,21311,96
18391,14262,13098,71
14505,33138,13531,52
14613,24077,37552,45
4170,33092,18223,89
31194,4945,24061,33
33315,7593,42,49
31146,17396,9,42
9375,27180,9323,60
6181,38586,12942,76
14550,29365,28753,28
15361,24079,12425,47
1081,37188,18277,53
9825,4541,31018,72
14380,28200,30101,58
3399,25119,27156,21
1008,32699,20578,28
9928,3816,1161,108
30121,9836,18500,86
26358,30256,25536,66
11572,21125,3521,68
25763,24517,29763,49
9870,13915,9063,89
9029,30042,13608,59
7105,8514,4242,70
3479,37883,24980,41
21083,9978,33461,119
10804,27224,27143,30
5707,12083,16169,75
13634,27060,7032,24
34833,36879,8450,44
367,33784,30251,33
1781,9123,1760,68
15338,37234,9196,51
17367,21390,15473,78
21804,7808,33334,67
9325,405,6317,66
292,11518,18393,36
4623,26766,33857,35
22150,20599,11764,36
29761,9025,13665,45
13783,19506,18775,25
12911,1562,26732,71
18976,24384,35503,71
23540,33922,977,79
29319,26361,5718,28
20616,28828,33051,41
11405,15085,38300,23
33040,23706,34032,88
21895,13046,37530,87
38656,24817,30818,18
965,759,18014,56
15418,2526,10713,66
11345,22129,11552,44
13975,28749,24343,34
10524,6396,30874,64
23385,17701,28065,106
38741,17695,10643,53
16059,23737,18384,105
16717,12262,11401,51
10852,28273,2410,86
18460,25603,28823,68
24769,22649,21816,67
34849,10693,24518,39
17657,2469,9043,90
7852,31530,5447,52
17367,4921,12486,70
14473,13534,20262,27
6521,18219,24287,61
31981,31973,13949,61
24387,35476,3795,107
8495,1690,14326,53
33320,38318,8394,53
7778,53,31250,32
16806,34675,1038,37
3191,9264,25928,78
33192,18495,10566,69
13126,28026,7152,74
21017,29705,24322,57
11571,11439,12752,59
15409,2490,37691,68
36365,12971,4174,97
26382,18204,21428,76
31975,12437,37863,78
30816,18796,30270,34
18432,17643,9459,74
7897,13972,21231,73
37174,2761,13019,90
15355,31799,7184,39
16842,3768,5587,65
9375,14296,10794,62
28561,28924,31215,34
6186,19029,34751,46
19260,18929,23413,64
6044,16644,23453,95
2445,6002,38297,73
14319,12847,29678,55
18135,21323,11684,74
17710,35673,33126,109
34606,31950,10810,54
840,28074,24028,55
25580,28572,38741,53
29283,21407,13624,61
33452,10126,6931,82
12441,32335,38721,43
32608,12221,12001,68
12231,392,8581,57
28658,4165,15800,87
4809,21198,13144,97
24289,4591,4865,37
17405,11471,11022,58
23365,35644,25591,144
26380,12235,28763,54
14684,20434,35666,70
25964,30900,19015,52
12489,12296,20534,62
219,24028,11269,25
3357,5659,6294,58
25930,17595,37772,86
16942,7741,25688,63
31633,12003,25623,90
21365,3933,4564,100
4568,11720,13250,63
19512,10806,3063,42
17689,32250,16847,45
30224,30049,1857,56
17492,777,6202,76
15333,16672,28996,31
28215,13040,18899,73
9120,15444,24139,45
23422,34264,30782,71
1900,12252,36930,65
30473,24420,38589,32
31689,30754,12879,73
7933,12110,11436,56
33920,29467,26690,25
35445,25770,34655,100
30146,5764,18372,50
29405,16502,10565,37
34086,31639,15981,66
6028,3466,27330,50
16781,26576,4902,37
14665,21904,6421,68
16573,36229,11496,37
7215,38511,33050,39
3097,36819,36442,45
24094,29721,18975,19
9473,1569,33087,75
13918,13983,33359,53
7834,24272,35684,81
12181,27903,24758,61
16901,25797,1650,67
29459,16762,8386,36
33367,6912,21042,78
30767,31931,36114,50
7890,35522,20488,74
8590,37088,25727,72
7655,21942,27221,44
27021,22927,21463,88
36232,29530,5262,32
8526,30977,34787,39
13717,3327,15387,35
26426,20660,10767,36
27770,34587,26718,48
3065,16538,10541,47
25848,31158,25568,82
13815,10991,29359,39
4066,1695,20705,64
33999,4817,35732,79
17721,21378,4200,112
13179,29375,19992,49
34208,11647,31062,29
5493,17732,33207,65
25253,10124,5251,63
18361,34034,1261,47
14482,6382,7016,51
6947,9508,32461,43
12853,29707,26741,55
513,33405,19950,39
37252,34913,24903,26
37110,28966,8572,48
3494,4996,29639,32
4105,38353,12479,77
32000,4838,26580,50
21389,15461,21039,96
33828,1267,4619,41
11307,7905,35709,82
18293,30420,32760,46
37601,9458,15895,85
12507,32565,4806,52
12522,17640,33936,65
12240,25551,299,72
23315,7867,34773,76
30092,22269,14333,54
37635,33032,17262,77
24414,29263,3221,27
32360,18457,10103,76
6118,24868,23505,87
13521,21891,33254,64
5495,17379,10711,60
34047,19935,22583,55
26290,5609,13887,37
10504,14629,31511,58
22183,10002,16639,83
37729,16187,4821,71
15819,8559,19592,60
11604,4723,9808,72
8387,9438,5563,61
36032,31914,17383,66
8377,9279,13913,62
7141,38341,18504,32
17278,38755,38467,36
14402,31824,34106,45
10945,25855,4188,100
14602,23308,33007,91
25979,28009,29459,68
17288,27210,26383,42
6177,18205,29547,56
4711,4034,27502,60
30062,7884,34900,42
25900,9926,34983,92
6190,19092,498,44
19228,12981,30163,63
8716,13601,24086,43
13849,13679,8642,47
20366,36798,6817,24
5497,16630,8429,44
44,29760,3185,24
13785,18854,2657,55
15126,37240,34165,32
3840,10537,21470,108
18327,8536,36040,57
35590,27232,13263,99
7590,16022,29716,53
34919,4503,20307,24
4533,19524,17353,46
23693,20627,17551,80
26696,5559,3264,38
7032,29445,22769,51
15823,4575,22592,87
30048,17429,30900,54
38654,29638,17719,35
13046,1749,10896,81
13170,3758,29321,85
36923,2452,24383,60
5773,18795,11746,28
15272,11000,33951,39
18892,6079,2496,74
33434,35289,2486,119
23624,28630,7205,71
24074,14574,10203,69
29407,11461,21296,58
8632,3877,24478,72
28909,2720,24263,57
19782,29359,19911,16
15132,5639,13188,59
31893,38629,9426,57
31569,38677,24803,32
13962,17748,22030,63
21197,35399,3017,114
31126,7667,36837,41
16669,7029,5684,30
14366,33903,4715,35
9753,6195,34606,88
154,33965,24308,24
30082,22856,31877,82
7878,28131,16059,77
10856,16081,29615,59
15960,20397,36975,50
32726,5335,32273,28
9520,22183,18231,72
12189,24012,31574,63
1533,10679,36225,58
16807,35350,21518,111
20403,28783,12313,44
2707,6432,1732,88
14313,16205,27777,73
33871,25042,35472,68
3773,23340,4672,108
24116,17537,21895,59
14737,221,978,36
7027,9172,13230,74
19040,12241,19916,42
25066,5451,9036,43
37116,8381,31914,60
127,19750,3059,26
15897,7142,9905,88
13243,10704,26356,73
17271,34131,12073,65
7808,35283,33519,99
7795,38461,6002,53
11422,16265,24996,46
32645,25683,25686,80
30033,22672,35577,114
29465,20609,5438,18
20656,35484,22209,82
7169,1108,6223,57
21381,12430,19883,80
15870,28162,33130,88
10521,11421,29741,36
13617,34654,30328,39
30026,25008,24505,30
36383,38659,26536,33
9887,13064,7554,103
33502,27070,23391,83
22145,28168,20455,54
15120,25979,12827,83
10909,33971,26315,43
31230,10799,23335,84
22254,2634,816,78
29747,37728,8329,49
21759,26338,3879,78
37045,10958,23744,89
13037,363,32330,53
21250,16735,34078,64
7951,4840,24368,39
35405,9935,37904,128
24936,17328,2330,65
24352,13266,13715,61
7720,12066,6946,53
13015,4601,11661,63
14278,9252,3840,82
6253,23618,20398,86
34940,38366,32711,21
38328,35255,12367,91
18370,19065,21159,70
9783,35507,27317,108
15385,18953,36807,29
766,25027,12361,51
34823,24955,13956,24
35328,37533,26455,92
10009,34884,24089,65
36213,19552,21410,66
14681,16781,8647,44
34923,33062,37127,50
38488,14376,35364,73
7509,3438,33120,57
29661,2276,36327,56
28248,6970,863,53
19724,9267,30836,44
30786,35669,19748,72
13582,24133,18082,42
25913,34778,26576,56
21311,10956,2710,102
30262,27952,24105,55
12113,36180,10893,68
26557,23021,31960,76
31798,33331,19990,57
37789,21523,29716,72
33314,30296,36939,60
1636,34224,21911,53
25149,25099,9056,34
26538,28179,33914,49
13035,25258,16588,53
31043,32019,32523,42
31730,30982,23378,86
30916,21261,20615,56
9802,20004,9090,82
9080,3260,22066,66
81,30811,31042,26
27374,3095,11443,28
16777,4089,26315,65
15270,29454,36269,28
835,15796,38772,56
25124,15995,33035,63
18316,7503,35517,92
30168,12516,30059,66
28049,24758,31662,55
335,9956,18037,74
9863,11484,19232,64
9233,37870,20752,54
32004,22908,10862,86
34773,33435,361,41
23488,34870,5416,72
28739,6004,25530,80
30778,5629,16219,55
10845,9860,387,76
7206,13803,37820,44
5338,34501,36202,36
25749,33288,9836,111
31758,16618,16678,46
35655,18930,33140,89
17441,6070,4872,72
10274,25930,16108,117
33785,26596,17298,47
38585,30270,9430,51
15386,7529,37939,48
37586,23496,22612,116
34138,11644,12980,58
21275,29745,28887,60
29638,15361,25933,48
22043,38522,6329,61
28751,34575,16809,31
26555,14407,35705,80
34946,13820,14022,34
17425,7886,17478,68
22586,8667,30391,79
14679,12843,22029,75
9469,8441,4994,63
34562,23720,7164,67
31507,19649,3365,44
38560,38389,34538,18
15831,1775,13743,66
36784,8415,35553,92
29518,12286,10148,82
29379,6774,9200,39
33358,23305,28630,91
903,28067,15805,79
24101,23496,472,67
10687,400,9983,76
8742,20705,15174,31
6841,31808,18441,51
23286,5391,6905,71
10640,24909,1083,43
26419,33377,11259,49
6276,36234,30162,66
27163,10254,15061,60
25094,12341,25893,69
1228,6426,16784,61
34029,36173,3105,39
31847,3305,12787,77
32631,3789,22535,90
24995,10041,12375,81
15439,27887,18384,56
25129,4182,37545,69
31226,16727,6305,53
37838,1554,10577,66
15465,31912,37943,56
2482,2493,27800,100
2558,12773,12175,105
27274,2337,15788,73
22604,14390,31736,76
37761,33779,29744,37
1217,34504,34849,34
16851,26424,36047,39
31948,1902,17434,70
36040,32263,35307,80
24765,30449,22533,61
12867,1226,13958,70
34563,17334,35487,90
8535,27845,13970,62
25857,10850,7197,65
32504,14260,2304,56
37837,14682,17361,62
18113,7741,20736,38
14364,25936,2716,84
21442,4510,28724,70
16113,24788,31553,60
9853,32342,23612,108
4099,21858,34244,75
38493,30509,19830,29
172,37799,14597,42
16251,22670,33076,100
9130,17771,79,60
9296,28269,1265,74
7150,6070,9393,67
17011,9960,6800,66
27447,26526,37137,31
30268,2694,7600,70
13975,31163,9785,71
9849,14576,308,66
1749,37831,37574,68
26488,13071,9357,79
21342,7756,16204,93
23355,12509,25216,85
38550,29447,23596,61
3844,24774,37113,60
24480,34620,7925,33
14725,27389,26015,52
13550,37844,11503,47
18409,33365,5718,59
37697,13258,36979,78
24275,19696,37240,30
21250,23024,37088,99
758,22803,24483,67
21886,9022,24799,55
29687,22073,7715,44
14676,22711,36843,67
3792,31056,31577,76
15829,34620,35388,97
36122,10830,14343,50
14286,25508,21383,92
15986,28041,4504,75
4782,36341,5547,42
337,38381,34930,19
18898,26772,36383,34
30384,9778,25863,102
28166,37750,12477,82
24013,8595,33306,57
28583,9488,16054,73
10911,27460,5432,38
27200,37533,32536,36
22201,9516,9052,80
12124,2510,19042,72
25040,27958,38405,36
34194,27182,30780,23
15249,23771,11768,70
22933,16146,36216,89
34024,17261,17581,61
